,date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
10,35138.61,33.5541,13.764748,5.257019,-133.45015,-47.61105,-14.256168,8.545629,-133.7865,-31.70143,-51.37424,-6.911665,60.939053,69.74397,37.207733,48.356155,68.75615,41.00538,77.29531,-82.24789,40.595493,53.880047,267.88437,45.467415,-62.967876,-0.68341553,-34.980957,-25.789234,133.75508
11,35884.547,31.883509,13.651184,5.0338287,-140.33932,-50.907955,-16.36153,7.246999,-134.97319,-29.904978,-51.89053,-8.850153,59.212566,74.30061,40.04805,47.699226,71.607315,41.643272,80.79641,-82.64799,41.74656,56.382526,272.79388,44.822647,-64.41627,-3.9166386,-38.35858,-27.55434,133.79155
12,34894.812,31.890081,13.003792,4.5394897,-136.56761,-48.96867,-14.919254,8.246617,-132.20038,-28.677744,-48.72218,-9.324011,58.58044,70.75924,38.67009,47.188225,70.11478,41.276367,78.82436,-80.01853,40.01359,55.207104,269.85516,45.293884,-63.46804,-3.2537892,-36.842773,-26.736904,130.59938
13,24466.484,22.145144,8.844048,3.8811493,-96.55673,-34.165783,-11.173218,4.4844713,-92.25973,-19.075804,-34.22318,-7.3996296,40.29111,50.27153,26.092422,32.46412,49.048283,30.175453,54.982838,-55.2825,27.65137,38.588528,188.12067,31.300365,-43.929306,-3.6045468,-25.645966,-18.91013,91.20852
14,32791.742,30.058004,12.6069565,4.7941437,-126.99369,-45.537395,-12.816971,7.8654222,-125.43985,-27.912897,-47.876633,-7.4032803,55.892696,66.39407,35.5347,44.825542,65.46184,37.779976,72.78457,-76.135544,37.848866,50.289455,250.5508,43.513588,-59.483135,-1.8204242,-33.227783,-24.437672,123.49362
15,26338.547,24.048891,9.748177,3.9688416,-104.976456,-37.644466,-12.354214,4.544347,-97.59537,-20.695509,-37.620632,-6.2225094,43.49171,53.279137,29.314499,35.221478,54.147633,31.758163,59.067524,-58.701508,29.52814,41.42391,202.043,33.985897,-48.370907,-4.431779,-27.726364,-20.099087,98.99991
16,25066.738,23.11445,9.413628,3.5397797,-97.5108,-34.6411,-10.949505,5.496022,-94.57756,-22.277063,-35.939137,-5.609087,42.12441,49.930405,26.63504,34.5953,49.61986,29.812225,55.31113,-58.1856,29.816877,38.439457,188.79773,31.689789,-45.51332,-2.3241837,-25.481094,-18.14671,95.813614
17,29536.852,27.47212,11.451195,5.069092,-113.38795,-40.392796,-13.174431,6.5498247,-113.06438,-27.02532,-42.663425,-6.3519306,50.5023,58.351357,31.32959,41.086456,58.61115,34.323853,64.96853,-69.270424,34.50343,45.158176,223.8144,39.278625,-53.810593,-0.501649,-29.670502,-21.548824,112.73401
18,24948.332,23.382105,9.20108,2.901657,-98.06519,-35.569965,-11.501369,4.8900957,-93.27828,-20.0894,-35.628765,-5.457239,40.979267,50.925636,27.827293,32.96578,51.191135,30.336723,56.129063,-56.738853,28.596975,39.102074,191.2627,31.88697,-45.304367,-3.0278428,-25.61473,-18.460651,93.51311
19,29123.324,27.354807,11.394951,4.186249,-112.622665,-40.147953,-12.20335,6.054738,-110.47121,-23.997347,-41.782776,-6.392664,48.839413,59.419434,31.47374,40.0379,57.4751,34.86178,64.466576,-66.811295,33.39512,45.01295,221.55441,36.90379,-51.47357,-1.9777366,-28.542267,-21.4015,109.846054
20,34346.734,31.497484,14.401566,5.3047333,-130.37364,-48.05119,-13.341267,7.694783,-131.73769,-30.768549,-51.338757,-6.7532253,58.722363,68.02735,35.716156,46.98471,68.13551,39.37052,74.147545,-82.01996,39.58628,51.684055,258.46277,45.0981,-62.2079,0.21830639,-34.850403,-24.78471,131.00874
21,30082.121,27.821833,12.190414,4.1483765,-114.57402,-41.62038,-11.5423355,6.0905046,-114.64981,-25.547277,-43.635925,-6.7223186,50.357418,60.7585,31.4402,41.57569,59.770985,34.996307,65.68014,-70.84334,34.67301,46.027508,227.18964,38.691288,-53.818462,-0.64723885,-30.457489,-21.095913,114.3479
22,27233.053,25.046808,10.685997,4.0472717,-106.891815,-38.322826,-12.887592,5.834111,-103.63753,-23.044184,-39.538197,-6.3974056,45.925533,54.93421,29.683685,36.752666,54.80097,32.27704,60.993534,-62.5907,31.609884,41.998425,206.90656,34.53704,-50.13932,-2.9188416,-27.875565,-21.157124,102.44656
23,31070.258,28.830008,11.745163,4.2300415,-118.05162,-42.13104,-13.89259,7.7532244,-118.81738,-28.77059,-44.426773,-6.1697254,53.061153,61.894814,32.504105,43.6009,60.188206,37.08396,68.302086,-73.33325,36.853703,47.477962,235.95197,40.013184,-55.532013,-1.078725,-30.62503,-23.109127,118.77887
24,30380.46,28.110441,10.006355,3.60672,-121.02545,-43.410023,-14.604443,5.4816637,-113.61014,-24.070898,-42.274113,-7.6618176,49.87205,62.45938,33.512527,40.24155,62.3906,37.639412,68.79319,-68.68071,35.10742,48.052433,233.61606,39.394203,-55.14473,-4.5464754,-31.66214,-23.226124,114.18135
25,32493.018,30.543383,12.15802,4.015442,-125.67061,-45.139194,-13.84399,7.50208,-124.04656,-28.161314,-46.389828,-7.857229,55.912304,65.1823,34.57991,44.568565,64.366455,38.40667,72.066,-74.92398,38.58723,50.04411,248.0357,42.205395,-58.6734,-2.7442715,-32.12967,-24.452358,122.99536
26,31465.992,28.54188,12.884392,5.149994,-120.6544,-42.81741,-12.600967,7.5946703,-120.47357,-28.244608,-45.76715,-6.8420467,53.768383,62.78234,33.54039,43.487072,61.6173,36.28341,69.12716,-73.66144,36.648052,47.912903,238.60225,40.365532,-56.02796,-1.119939,-31.29187,-22.994091,119.4507
27,25623.018,23.449903,9.374931,3.8942413,-99.630585,-35.824055,-12.475609,4.705266,-96.85347,-22.544992,-36.509922,-6.191675,43.779995,51.10907,27.45578,34.91804,51.35622,30.777412,56.68944,-59.199455,29.703863,39.532906,194.07893,33.568592,-46.928406,-2.8955472,-25.239319,-18.837841,97.699646
28,28132.863,25.219969,10.358513,3.7385712,-112.24003,-40.01752,-13.508015,5.829213,-104.62163,-22.849089,-39.732265,-7.759123,46.26469,56.5346,31.242126,37.828224,57.238697,33.961113,63.514194,-63.131737,32.73021,44.542393,214.04314,35.35031,-51.99376,-5.2442827,-29.30777,-21.209187,105.72043
29,33329.938,30.162947,13.180237,4.913101,-129.15196,-47.311253,-13.254452,7.554097,-125.94273,-28.624556,-47.665966,-8.594191,56.131817,66.96719,36.01349,46.25541,66.54875,38.853973,74.539085,-77.4032,38.379536,51.410366,252.43637,43.12736,-61.298447,-2.4644063,-34.90811,-24.079128,125.974075
30,25014.455,22.639677,9.599907,3.6083374,-97.685295,-34.498875,-11.666355,4.684804,-94.403915,-21.682314,-35.729015,-5.9343815,41.64546,50.31008,27.434967,33.94402,50.57964,29.391632,55.581654,-56.89675,28.707567,39.322903,189.85902,32.010315,-45.4752,-2.7147057,-25.363037,-18.30032,93.975266
31,29191.502,25.947828,10.679916,4.361603,-117.195465,-42.01466,-13.089245,6.0334673,-107.7718,-22.28979,-41.161625,-9.0389385,47.474712,59.538376,33.23291,39.02798,59.645985,34.81687,66.94421,-64.89183,33.086243,46.720448,222.8751,36.52767,-53.456543,-5.602227,-31.339935,-21.98003,108.446594
32,29138.973,27.366613,11.966606,4.324127,-112.42636,-39.828518,-13.07621,6.5054064,-111.2527,-24.922651,-42.583157,-6.001791,49.657528,59.177452,31.431137,39.93221,57.554188,33.65612,64.57818,-67.35257,33.40629,44.953506,222.49615,37.335247,-52.441635,-2.2279122,-29.449127,-22.292553,109.354294
33,27098.86,24.689405,10.042694,3.8457642,-105.375275,-37.37579,-12.574638,5.9175005,-102.18248,-22.883776,-38.320454,-6.70413,45.114353,54.173424,29.072296,37.286346,53.82401,32.61531,60.28702,-61.583084,31.643675,42.167694,206.15817,34.42516,-49.42871,-3.326936,-26.62561,-20.044422,102.42169
34,25713.184,23.228594,9.889069,3.500183,-100.94052,-36.324665,-11.622925,4.929921,-97.01743,-21.935331,-36.23871,-7.218027,42.14777,52.052048,27.880714,35.25694,51.56777,31.151382,57.38329,-59.095154,29.841116,39.813835,194.19731,32.54311,-46.758514,-3.1292527,-25.95546,-18.701855,97.53583
35,33777.086,30.592005,12.748291,4.573639,-131.65909,-46.97846,-14.896126,7.991872,-127.30116,-29.266104,-48.134766,-7.8794804,57.766125,68.553024,36.79062,45.793327,66.95062,40.13159,75.254845,-77.118324,39.518074,53.044903,258.1291,43.045593,-60.046673,-3.320535,-34.91324,-25.539585,127.31964
36,32905.32,29.920835,12.753548,5.40773,-125.198586,-44.354397,-13.945671,7.8857775,-127.379166,-29.940893,-46.670177,-7.9118557,56.55836,65.376366,34.083115,46.23327,63.562748,38.39325,71.50341,-78.254745,39.27198,50.154568,248.21854,42.42385,-59.567657,-0.66989625,-32.16391,-23.441647,125.17862
37,23497.328,21.127047,8.570419,3.9719086,-93.59766,-32.67656,-11.237484,4.288808,-87.89357,-18.96084,-32.45978,-6.65016,38.60947,47.60994,25.660324,32.31606,46.403507,28.460724,52.64948,-52.487854,27.110937,37.218246,178.92365,29.31556,-42.318565,-3.8791058,-24.25644,-17.235012,87.76751
38,32896.656,30.200598,12.531494,4.784317,-130.13982,-45.721134,-16.110073,7.396306,-124.703255,-28.236261,-47.612465,-7.9514484,55.139477,66.1807,36.055115,44.275246,66.454056,38.848305,73.89431,-75.49751,38.37782,51.18118,251.19656,42.709232,-60.35021,-3.0868428,-33.36444,-25.105549,123.80704
39,28265.633,25.545702,9.880798,4.214569,-113.118416,-40.083843,-13.965069,5.0425615,-104.279335,-21.466131,-39.152752,-8.477438,45.37367,57.75997,32.011887,36.883457,58.028385,35.57544,64.76527,-62.601814,32.182056,44.975983,217.90642,35.28699,-51.276318,-5.06861,-29.705185,-21.989918,104.89215
40,33212.43,30.792795,12.61499,5.6079254,-125.72822,-45.12463,-13.365498,8.083196,-127.7618,-30.750635,-48.288845,-6.615591,57.169537,66.20657,33.574966,46.311344,64.327255,39.65983,71.98669,-78.46062,39.316204,50.50381,249.8669,43.43701,-58.94696,-0.38178363,-32.85092,-24.041676,127.4899
41,30568.438,28.270227,11.188217,3.9049835,-118.25472,-42.038708,-14.014862,6.749837,-116.281334,-27.318953,-43.715385,-6.9892025,52.430447,60.803413,32.29149,42.123493,60.165348,36.608284,67.46212,-70.76446,36.525997,47.27181,230.4404,38.42621,-54.80109,-2.6315167,-29.945404,-22.222813,116.16948
42,26669.11,24.473707,9.265366,3.6405182,-105.5721,-37.366993,-12.237297,5.5946093,-100.68959,-21.404825,-37.235676,-7.664606,44.022488,54.076393,28.784027,35.539833,54.006626,33.0912,60.363895,-60.432884,31.056631,41.66962,205.07343,34.327175,-48.54913,-4.0009584,-27.634903,-20.627026,99.801865
43,24738.736,21.779718,9.707741,3.8041382,-95.47413,-33.868122,-11.179859,5.021428,-94.02542,-22.014616,-35.345264,-6.012617,41.34209,50.23761,26.7762,33.86769,48.31571,29.17318,54.6507,-56.803185,29.123129,38.161526,186.64978,30.85151,-43.99724,-1.7751018,-24.827057,-17.876572,93.463745
44,29430.594,27.214128,10.880157,4.0534363,-112.94875,-40.64017,-12.825417,6.5459948,-112.02691,-27.24922,-41.557888,-6.0507145,50.689907,58.499947,30.551163,41.19455,57.91431,34.59954,64.75994,-68.461205,35.078724,45.261875,222.3543,38.8466,-53.181046,-1.7839938,-29.419983,-20.972874,113.643616
45,35918.38,32.518238,12.189438,5.097275,-141.78795,-50.992786,-17.14272,6.526387,-135.1344,-29.25226,-50.759563,-10.097673,58.1488,73.97929,39.891357,47.976562,73.10094,44.16497,81.3941,-81.95233,41.356133,57.130993,273.3917,45.661346,-65.432076,-4.318124,-36.561462,-26.557674,133.77882
46,23678.701,21.531893,9.087715,3.5925827,-94.781746,-33.280556,-10.072651,4.7097063,-88.00719,-17.727991,-33.754185,-6.7735157,37.97195,48.90541,27.46125,31.063425,48.536167,28.311234,54.266483,-52.22117,25.931227,37.691227,183.48108,30.117683,-42.226837,-3.5727494,-24.952972,-18.420376,87.303314
47,26829.23,24.073591,8.733803,2.9064484,-107.58962,-39.000874,-13.473721,5.273671,-99.01069,-20.451708,-37.409767,-6.847269,43.831104,54.814377,30.360611,34.83087,55.008747,32.857956,61.257328,-58.84932,31.273348,42.64858,206.74963,34.02247,-48.53493,-5.5231867,-28.12024,-20.945148,99.93866
48,32712.883,30.068895,13.238441,4.7375793,-123.57947,-44.286205,-14.214542,7.6806383,-125.705765,-30.445292,-48.157955,-5.9268284,56.206463,65.66277,34.16217,45.512882,63.634266,37.949554,70.86382,-77.470215,38.926258,49.93413,246.08575,41.289936,-58.323265,-0.5616237,-32.16681,-23.674717,124.72191
49,30449.29,28.069468,11.793571,4.071167,-118.556694,-42.86578,-13.166191,6.487981,-114.522354,-24.740946,-43.549263,-7.0188503,50.191936,61.501434,33.02823,41.383694,60.937016,36.633026,67.69195,-69.63592,34.86731,46.93601,232.53401,38.540985,-54.77593,-3.3165581,-31.267242,-23.037167,114.310486
50,22621.256,20.335203,8.205254,3.575882,-91.538216,-31.978539,-10.835888,4.263097,-84.042755,-17.184904,-31.937191,-6.4369907,36.50754,46.36747,25.621506,29.770086,46.463734,28.008156,51.618534,-50.472473,25.417414,36.05171,173.72878,28.320179,-40.96971,-3.579097,-23.523209,-17.5197,84.05713
51,37150.277,33.432537,13.800659,5.2708435,-144.05481,-52.026684,-17.566395,7.563588,-139.85901,-33.213444,-52.619083,-8.950621,61.337917,75.56974,40.646988,50.183132,74.42351,45.502457,82.84081,-85.650276,43.227882,58.734608,283.0135,46.63671,-66.257805,-4.209012,-37.898224,-28.405766,139.97473
52,23184.99,21.255114,9.254845,3.3706436,-90.57001,-31.788963,-10.517906,4.818013,-87.823715,-19.417356,-33.367096,-5.682623,38.840137,46.600113,25.36605,30.886564,46.494938,27.992577,51.700993,-52.712654,26.29939,36.030876,177.8287,29.777115,-41.514915,-2.2767498,-22.993927,-17.372501,86.95126
53,28403.914,26.356546,10.848251,4.169754,-109.85127,-39.6526,-12.494282,6.318425,-107.8407,-24.5106,-40.826412,-6.040251,48.300945,57.33393,30.300262,38.86502,56.052647,33.472824,62.45444,-66.103935,33.455368,44.00781,215.29019,36.43457,-51.556416,-1.986436,-29.215546,-21.358318,107.726105
54,31998.176,29.26615,12.373978,4.3837433,-125.94405,-44.16187,-15.026993,6.873723,-120.1675,-26.507017,-45.080853,-7.3480167,52.947475,65.317986,34.72928,42.907543,63.861423,38.827957,71.79424,-72.112885,36.957825,50.297928,245.89304,39.661278,-56.71637,-4.0850897,-32.91925,-25.27209,119.726654
55,36571.812,32.726006,14.028717,5.6479034,-142.2871,-51.06059,-16.288403,7.6391497,-137.95233,-31.250132,-52.12578,-8.258127,61.572918,73.31582,39.19792,50.729507,72.148056,42.53222,80.61425,-84.78604,43.07583,56.963253,274.9109,46.491234,-66.81916,-2.8308804,-37.15622,-25.55286,138.71606
56,35772.03,33.29466,14.371819,5.6104584,-137.96463,-49.754993,-15.560757,8.134694,-137.19789,-30.661654,-52.125153,-7.807562,61.662395,71.15985,38.1512,49.314484,71.5172,41.418915,78.7579,-83.569115,41.57404,53.971012,272.10944,47.807953,-66.090454,-1.3286601,-35.5383,-26.34879,135.39355
57,26641.758,25.36854,10.01783,3.3902588,-103.911316,-37.39014,-11.342667,5.3907824,-100.53185,-21.422503,-37.561153,-6.6318874,44.41022,53.969124,28.370956,36.342655,53.68578,31.803253,59.40401,-61.435417,30.63128,41.603897,204.24025,34.574223,-48.046127,-2.6770222,-27.62085,-20.26366,100.2809
58,28874.248,25.733137,10.537201,4.070816,-113.498055,-40.26878,-14.194263,6.412526,-108.75319,-24.571962,-40.008392,-7.256506,48.15179,58.5281,31.163055,39.248547,57.688328,34.862625,64.72941,-65.737144,33.849487,45.55504,219.18854,36.344273,-51.75942,-3.7922413,-29.076721,-21.7514,108.45648
59,26146.305,24.576975,10.746941,3.548996,-101.20261,-36.56748,-11.497482,5.551839,-99.26602,-22.624353,-38.47414,-5.6777287,44.16293,53.135765,28.477402,35.537815,52.241062,30.89943,57.441196,-60.77704,29.758898,40.13089,199.03409,33.567215,-47.005707,-1.9612991,-26.517014,-19.821766,99.006546
60,17443.63,15.75625,6.237533,2.2360535,-70.21056,-25.092995,-8.50666,3.1024065,-64.77379,-13.19023,-24.844471,-5.203844,28.176105,35.598534,19.910576,22.668291,35.789204,21.086685,39.6738,-38.85587,19.957617,27.69852,134.25156,22.054264,-31.953455,-2.7562401,-18.417725,-13.550579,64.29544
61,28911.9,26.4806,11.052483,4.5042267,-112.72749,-39.898098,-12.918259,6.665242,-109.280426,-24.63669,-41.08664,-7.028555,49.1385,58.221184,31.89624,39.24109,56.439,34.40641,64.27378,-65.067764,33.577236,45.13489,220.65854,36.724594,-51.7935,-2.8727906,-29.213684,-21.96249,108.185425
62,35250.844,32.01363,14.310936,5.5745544,-134.68306,-48.33537,-13.630718,7.933049,-134.72218,-32.160404,-50.85616,-8.078482,60.510677,70.50868,36.85762,49.357616,69.387344,41.16909,77.29467,-82.383415,41.051697,54.240685,266.51956,45.858788,-63.524918,-1.3876888,-35.898193,-26.054745,134.08806
63,37320.664,33.710804,15.242348,5.9957733,-144.47134,-50.882893,-15.205425,9.361714,-141.50829,-33.016644,-54.797985,-8.1245365,63.24969,75.014915,40.106415,51.52444,73.16994,43.223595,82.10674,-86.758804,42.900833,57.59942,282.95782,47.853233,-66.9319,-1.5614291,-37.37915,-27.877216,141.3146
64,31046.203,27.903997,12.118423,4.9889374,-120.01953,-43.64046,-13.148537,6.5379076,-118.4421,-27.32651,-44.82623,-7.449114,52.68899,63.077995,33.271667,42.80618,61.782978,35.8882,68.87377,-72.723816,35.853912,47.91759,235.13716,40.826687,-56.32776,-2.0742352,-31.581116,-23.24776,117.29205
65,24944.705,23.176577,9.311005,3.5032501,-97.25703,-34.9278,-10.766575,5.171483,-93.70173,-20.833399,-35.859943,-5.394785,42.164898,50.277283,27.260536,33.988556,49.5591,29.34951,55.40865,-56.1858,29.319193,38.624958,189.88657,31.734577,-44.926758,-2.7706063,-25.469772,-18.301174,93.97128
66,19195.938,17.56358,7.315902,2.2934875,-73.476906,-26.463993,-7.992977,4.242734,-72.74907,-17.221823,-27.371113,-4.1434574,32.493435,38.627735,20.157417,26.295467,38.061832,22.680717,42.29752,-44.626087,22.517492,29.750801,145.41576,24.350414,-33.63186,-1.189891,-19.842087,-13.9911995,73.11255
67,23067.926,21.741877,9.23307,3.3503876,-88.897064,-31.798397,-9.300858,5.140706,-87.48803,-19.22698,-33.770435,-4.5277157,38.925724,46.0701,24.907349,31.523724,45.695118,27.060326,50.700993,-53.308907,26.699736,35.034657,176.51807,29.650242,-41.405167,-0.6149703,-23.196716,-17.219734,86.96874
68,26603.314,25.114496,10.58139,3.8487396,-103.15385,-36.397045,-12.023659,5.2498064,-101.17865,-23.143282,-38.780445,-5.884344,45.033283,53.404655,28.96402,36.528458,52.9966,31.332932,58.859837,-61.507812,30.325087,41.00054,202.7693,34.205784,-48.095436,-1.4724418,-26.97554,-19.755589,100.668015
69,28562.656,24.951952,10.465149,4.218979,-114.331474,-41.04954,-14.068764,5.1537523,-106.21561,-22.300444,-40.084274,-8.086725,46.26414,59.44684,32.807373,37.95885,58.39237,34.177147,65.05091,-64.14906,32.44186,45.860775,217.7013,35.943893,-51.84568,-5.101754,-29.665237,-21.771671,105.94833
70,33170.6,29.53393,12.484283,4.6484528,-129.15215,-46.524723,-14.770561,7.1768084,-125.92758,-28.168165,-47.862514,-7.902334,55.696224,67.717674,36.154755,44.875202,65.99191,38.809,73.91891,-76.23901,38.681557,51.60104,253.23444,42.343376,-59.58175,-3.2667859,-33.861298,-24.988834,124.206894
71,30736.672,27.886908,10.475906,4.6598053,-120.08156,-42.424427,-14.571766,6.8867235,-116.77573,-26.447943,-42.909122,-7.9182835,51.8529,61.31201,33.026077,42.006355,60.16805,36.84931,68.057076,-70.44827,36.598675,48.430664,233.20576,39.41461,-55.685955,-3.4023907,-30.815613,-21.9837,115.90727
72,34253.434,30.99412,12.759895,4.4421844,-130.21365,-47.805035,-16.16541,7.7513323,-131.19067,-31.920145,-48.933857,-7.1618977,58.86552,68.228836,36.170044,47.485794,67.31853,39.900482,74.89678,-80.33805,40.46551,53.314804,258.02646,44.68582,-62.49363,-1.8605777,-34.23282,-24.862034,130.53352
73,37007.586,34.95053,14.915283,5.4374695,-140.61897,-50.442333,-15.766186,8.587636,-141.26895,-34.593044,-53.08105,-7.772276,63.764492,73.58947,38.319214,51.13061,72.46358,44.45202,80.98159,-86.99103,42.969757,56.089573,280.52783,47.556458,-65.90393,-1.6688167,-35.71646,-27.677074,141.75056
74,26333.36,24.098516,10.413742,3.7759705,-104.12719,-37.110935,-11.735401,5.698537,-99.98631,-22.207407,-37.676693,-6.9977093,44.835262,53.68725,28.14766,36.012566,53.051563,31.09591,59.119328,-60.63398,30.573038,41.09453,200.47604,34.27772,-48.52104,-3.5362637,-27.019516,-20.629223,99.29068
75,21736.264,20.035246,8.207512,3.2828064,-82.79799,-29.644459,-10.37146,5.1652117,-83.80743,-20.663576,-31.725863,-4.1622868,37.684566,42.842934,22.345596,30.121815,42.413593,25.44532,47.288578,-51.391273,25.9424,32.82775,162.75977,28.322159,-39.323044,-0.80099404,-20.922318,-16.00401,83.16813
76,21840.805,19.977617,7.7659144,3.1763306,-86.880424,-31.705967,-11.1286125,3.7634935,-81.5031,-17.724623,-31.15072,-5.984335,36.303234,44.077133,23.915398,29.643118,43.94579,26.409218,49.08208,-49.269913,25.592176,34.24955,165.25626,27.28476,-40.6416,-3.7231133,-21.953156,-16.182465,82.479614
77,30329.012,27.126402,11.969864,5.027069,-117.58134,-42.478695,-13.197411,6.230138,-114.639885,-26.304567,-44.64741,-6.2802067,50.994686,60.83941,32.446564,41.77881,60.455677,35.121193,66.32308,-70.654076,34.57239,47.020046,228.61043,39.636303,-54.8234,-1.5837871,-31.110718,-21.70493,114.79016
78,23659.0,21.520708,9.136368,3.654213,-89.53487,-31.895054,-10.565086,5.519948,-90.73399,-21.989985,-33.93352,-4.7386417,39.81854,47.509766,24.952026,33.34258,45.552708,27.555954,51.6467,-55.631424,28.181429,36.230812,177.52797,30.3432,-42.173557,-0.3596584,-23.011826,-16.9435,89.9222
79,31768.773,29.68912,12.539825,4.5800934,-125.96367,-45.24148,-14.171421,5.7344866,-118.53329,-25.352373,-46.10909,-8.601831,52.942974,65.039055,35.856262,42.571857,64.93584,38.137756,71.80132,-72.19799,35.174797,50.475193,243.84451,40.012707,-58.132248,-4.4505205,-33.804382,-24.657223,118.48993
80,20782.191,18.535631,8.290932,2.9097748,-82.13743,-29.448025,-9.12616,4.481435,-77.811874,-15.9369955,-29.925694,-5.326704,34.06577,42.133087,23.484344,27.42884,41.945606,24.48626,46.799778,-47.02485,23.82503,32.313457,159.01067,26.381393,-37.705498,-2.7382424,-21.988327,-15.372807,77.68301
81,35127.566,32.878536,13.623154,4.5996246,-133.5489,-48.26592,-14.089069,8.334798,-134.03343,-31.03417,-51.710686,-6.847185,59.096752,71.43588,38.222595,47.90771,69.736725,40.745735,77.251884,-82.613625,40.3533,54.145996,267.3383,45.557228,-62.420662,-0.6450244,-35.685455,-25.585201,132.75171
82,34207.664,30.133936,12.484589,4.6076508,-134.95712,-48.15745,-17.05909,7.2116137,-127.825195,-29.423601,-48.104015,-9.037443,56.223507,68.85866,37.257126,46.493076,68.75284,41.417267,76.77407,-77.731834,40.104218,54.052265,259.1858,43.173836,-62.055717,-4.78354,-34.94458,-25.60973,129.17903
83,38415.566,34.96611,14.138588,4.6143646,-151.86574,-54.958447,-19.10693,7.6020555,-144.2599,-32.98009,-54.848904,-10.5533695,64.12132,77.50887,41.07666,52.039383,78.199936,47.082237,86.452385,-88.15287,44.770782,59.887516,289.95947,47.980545,-70.74677,-6.3725634,-39.040405,-29.703037,145.48396
84,22853.223,19.821474,8.096008,3.6569977,-91.39599,-32.8858,-12.28212,3.939458,-85.07484,-18.972506,-31.582901,-7.3888836,36.74822,47.14586,26.411407,30.360561,46.089787,27.430122,52.25205,-51.046913,26.006598,37.519344,174.37994,28.738796,-42.02192,-4.408738,-24.30014,-17.51392,84.16188
