,date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
50,,5.0,,22.0,25.0,15.0,33.0,12.0,39.0,29.0,42.0,17.0,15.0,16.0,45.0,11.0,39.0,13.0,39.0,10.0,35.0,16.0,9.0,44.0,20.0,29.0,23.0,23.0,23.0
51,,1.0,,21.0,25.0,15.0,33.0,12.0,39.0,30.0,41.0,17.0,15.0,15.0,45.0,11.0,40.0,13.0,40.0,10.0,35.0,16.0,9.0,44.0,19.0,29.0,23.0,43.0,43.0
52,,1.0,,21.0,25.0,15.0,33.0,12.0,39.0,30.0,39.0,17.0,15.0,15.0,45.0,11.0,40.0,13.0,41.0,10.0,35.0,16.0,10.0,44.0,19.0,29.0,23.0,21.0,21.0
53,,1.0,,21.0,26.0,14.0,33.0,12.0,39.0,29.0,39.0,17.0,15.0,15.0,45.0,11.0,40.0,13.0,42.0,10.0,36.0,16.0,10.0,44.0,18.0,29.0,23.0,12.0,12.0
54,,1.0,,21.0,26.0,14.0,33.0,12.0,39.0,28.0,38.0,17.0,15.0,15.0,45.0,11.0,40.0,13.0,43.0,10.0,36.0,16.0,10.0,44.0,17.0,29.0,23.0,3.0,3.0
55,,1.0,,21.0,26.0,14.0,33.0,12.0,38.0,28.0,38.0,17.0,15.0,14.0,45.0,11.0,40.0,13.0,43.0,10.0,36.0,16.0,10.0,44.0,17.0,29.0,23.0,4.0,4.0
56,,1.0,,20.0,26.0,14.0,33.0,12.0,38.0,27.0,38.0,16.0,15.0,14.0,46.0,11.0,40.0,13.0,43.0,10.0,37.0,16.0,10.0,44.0,16.0,29.0,23.0,15.0,15.0
57,,1.0,,20.0,26.0,14.0,33.0,12.0,39.0,26.0,38.0,16.0,15.0,15.0,46.0,11.0,40.0,13.0,43.0,10.0,37.0,16.0,10.0,44.0,16.0,29.0,23.0,25.0,25.0
58,,1.0,,20.0,26.0,14.0,33.0,12.0,39.0,26.0,38.0,16.0,15.0,15.0,46.0,11.0,40.0,13.0,43.0,10.0,38.0,15.0,10.0,44.0,15.0,29.0,23.0,33.0,33.0
59,,1.0,,20.0,26.0,14.0,33.0,12.0,38.0,25.0,38.0,16.0,15.0,14.0,46.0,11.0,40.0,12.0,43.0,10.0,38.0,15.0,11.0,44.0,14.0,29.0,23.0,20.0,20.0
60,,,,19.0,26.0,13.0,33.0,12.0,38.0,25.0,39.0,16.0,15.0,14.0,46.0,11.0,40.0,13.0,43.0,10.0,38.0,15.0,11.0,44.0,14.0,29.0,23.0,45.0,45.0
61,,,,19.0,26.0,13.0,33.0,12.0,39.0,24.0,39.0,16.0,15.0,14.0,46.0,11.0,40.0,13.0,43.0,10.0,38.0,15.0,11.0,44.0,15.0,29.0,23.0,14.0,14.0
62,,,,19.0,26.0,13.0,33.0,12.0,38.0,23.0,39.0,16.0,15.0,14.0,46.0,11.0,40.0,13.0,43.0,10.0,39.0,15.0,11.0,44.0,16.0,29.0,23.0,22.0,22.0
63,,1.0,,19.0,26.0,13.0,33.0,12.0,38.0,23.0,39.0,15.0,15.0,14.0,47.0,11.0,40.0,13.0,43.0,10.0,39.0,15.0,11.0,45.0,17.0,29.0,23.0,16.0,16.0
64,,1.0,,19.0,26.0,13.0,33.0,12.0,38.0,23.0,39.0,15.0,15.0,14.0,47.0,11.0,40.0,13.0,43.0,11.0,39.0,15.0,11.0,45.0,19.0,29.0,23.0,32.0,32.0
65,,1.0,,19.0,26.0,13.0,33.0,12.0,39.0,23.0,39.0,15.0,15.0,15.0,47.0,11.0,40.0,13.0,43.0,11.0,39.0,15.0,11.0,45.0,20.0,29.0,23.0,12.0,12.0
66,,1.0,,18.0,26.0,13.0,34.0,12.0,39.0,22.0,39.0,15.0,15.0,15.0,47.0,11.0,40.0,12.0,42.0,11.0,39.0,15.0,11.0,45.0,21.0,29.0,23.0,23.0,23.0
67,,1.0,,18.0,26.0,12.0,33.0,12.0,39.0,22.0,39.0,15.0,15.0,15.0,47.0,11.0,40.0,12.0,42.0,11.0,40.0,15.0,12.0,45.0,20.0,29.0,23.0,38.0,38.0
68,,1.0,,18.0,26.0,12.0,33.0,12.0,39.0,22.0,39.0,15.0,15.0,15.0,47.0,11.0,39.0,12.0,42.0,11.0,40.0,15.0,12.0,44.0,20.0,29.0,23.0,4.0,4.0
69,,1.0,,18.0,26.0,12.0,33.0,12.0,39.0,21.0,40.0,15.0,15.0,15.0,47.0,11.0,39.0,12.0,42.0,11.0,40.0,15.0,12.0,44.0,19.0,29.0,23.0,43.0,43.0
70,,1.0,,18.0,26.0,12.0,34.0,12.0,39.0,21.0,40.0,15.0,15.0,15.0,47.0,11.0,39.0,12.0,42.0,11.0,41.0,16.0,12.0,44.0,19.0,29.0,23.0,16.0,16.0
71,,2.0,,17.0,26.0,12.0,34.0,12.0,39.0,21.0,40.0,15.0,15.0,15.0,47.0,11.0,39.0,12.0,42.0,11.0,41.0,16.0,12.0,44.0,18.0,29.0,23.0,41.0,41.0
72,,1.0,,17.0,26.0,12.0,34.0,12.0,39.0,20.0,40.0,15.0,15.0,15.0,47.0,11.0,39.0,12.0,42.0,11.0,41.0,16.0,12.0,44.0,17.0,29.0,23.0,17.0,17.0
73,,1.0,,17.0,26.0,12.0,34.0,12.0,39.0,20.0,40.0,15.0,15.0,15.0,47.0,11.0,39.0,12.0,42.0,11.0,41.0,16.0,12.0,44.0,17.0,29.0,23.0,16.0,16.0
74,,1.0,,17.0,26.0,11.0,34.0,12.0,39.0,20.0,40.0,14.0,15.0,15.0,46.0,11.0,39.0,12.0,41.0,11.0,41.0,16.0,12.0,44.0,16.0,29.0,23.0,23.0,23.0
75,,1.0,,16.0,26.0,11.0,34.0,13.0,39.0,20.0,40.0,14.0,15.0,15.0,47.0,11.0,39.0,12.0,41.0,11.0,41.0,15.0,12.0,45.0,16.0,29.0,23.0,44.0,44.0
76,,1.0,,16.0,26.0,11.0,34.0,13.0,39.0,20.0,40.0,14.0,15.0,15.0,47.0,11.0,39.0,12.0,41.0,11.0,42.0,15.0,12.0,45.0,15.0,29.0,23.0,43.0,43.0
77,,1.0,,16.0,26.0,11.0,34.0,12.0,39.0,20.0,40.0,14.0,15.0,15.0,47.0,11.0,39.0,12.0,41.0,11.0,42.0,15.0,12.0,46.0,14.0,29.0,24.0,19.0,19.0
78,,1.0,,16.0,26.0,11.0,34.0,12.0,39.0,19.0,40.0,14.0,15.0,15.0,47.0,11.0,39.0,12.0,41.0,11.0,42.0,15.0,12.0,46.0,14.0,29.0,24.0,38.0,38.0
79,,2.0,,16.0,26.0,11.0,34.0,12.0,39.0,19.0,40.0,14.0,15.0,16.0,47.0,11.0,40.0,12.0,41.0,11.0,42.0,15.0,12.0,46.0,14.0,28.0,24.0,48.0,48.0
80,,1.0,,16.0,26.0,11.0,34.0,12.0,39.0,19.0,40.0,14.0,15.0,16.0,48.0,11.0,40.0,12.0,41.0,11.0,43.0,16.0,13.0,46.0,15.0,27.0,24.0,21.0,21.0
81,,,,16.0,26.0,11.0,34.0,12.0,39.0,19.0,40.0,14.0,15.0,16.0,47.0,11.0,40.0,12.0,41.0,11.0,43.0,16.0,13.0,46.0,16.0,25.0,24.0,35.0,35.0
82,,,,16.0,27.0,11.0,34.0,12.0,39.0,19.0,40.0,14.0,15.0,16.0,48.0,11.0,40.0,12.0,41.0,12.0,43.0,16.0,13.0,45.0,16.0,24.0,24.0,19.0,19.0
83,,,,16.0,27.0,11.0,34.0,12.0,38.0,18.0,40.0,14.0,15.0,16.0,47.0,11.0,39.0,12.0,41.0,12.0,43.0,16.0,13.0,45.0,17.0,22.0,24.0,16.0,16.0
84,,1.0,,16.0,27.0,11.0,35.0,12.0,38.0,18.0,40.0,14.0,15.0,15.0,47.0,11.0,40.0,12.0,41.0,12.0,43.0,16.0,13.0,45.0,17.0,21.0,24.0,37.0,37.0
85,,1.0,,16.0,27.0,11.0,35.0,12.0,38.0,18.0,40.0,14.0,15.0,16.0,48.0,11.0,40.0,12.0,41.0,12.0,43.0,16.0,13.0,45.0,17.0,22.0,24.0,10.0,10.0
86,,2.0,8.0,15.0,27.0,11.0,34.0,12.0,38.0,18.0,40.0,13.0,15.0,16.0,48.0,11.0,39.0,11.0,41.0,12.0,43.0,16.0,13.0,44.0,17.0,24.0,23.0,35.0,35.0
87,,2.0,8.0,15.0,27.0,11.0,34.0,12.0,38.0,18.0,39.0,13.0,16.0,16.0,48.0,11.0,38.0,12.0,40.0,12.0,42.0,16.0,14.0,44.0,17.0,25.0,23.0,6.0,6.0
88,,2.0,8.0,15.0,28.0,10.0,34.0,12.0,38.0,18.0,39.0,13.0,16.0,16.0,48.0,11.0,38.0,11.0,39.0,12.0,42.0,16.0,14.0,44.0,17.0,27.0,23.0,12.0,12.0
89,,2.0,16.0,15.0,29.0,10.0,34.0,12.0,38.0,18.0,39.0,13.0,16.0,16.0,48.0,11.0,37.0,11.0,39.0,11.0,41.0,16.0,14.0,44.0,17.0,28.0,23.0,7.0,7.0
90,,6.0,8.0,15.0,29.0,10.0,34.0,12.0,38.0,18.0,38.0,13.0,16.0,16.0,48.0,11.0,37.0,11.0,38.0,11.0,40.0,16.0,14.0,44.0,17.0,29.0,23.0,11.0,11.0
91,,4.0,16.0,15.0,29.0,10.0,34.0,12.0,38.0,18.0,38.0,13.0,16.0,16.0,48.0,11.0,38.0,11.0,37.0,11.0,39.0,16.0,14.0,44.0,17.0,29.0,23.0,2.0,2.0
92,,3.0,,16.0,31.0,10.0,34.0,12.0,38.0,18.0,38.0,12.0,16.0,16.0,47.0,12.0,38.0,11.0,37.0,11.0,39.0,16.0,14.0,44.0,17.0,29.0,23.0,32.0,32.0
93,,2.0,,16.0,29.0,10.0,34.0,12.0,38.0,18.0,38.0,12.0,16.0,16.0,47.0,12.0,37.0,10.0,36.0,11.0,38.0,15.0,14.0,44.0,17.0,29.0,23.0,43.0,43.0
94,,2.0,,16.0,28.0,10.0,34.0,12.0,38.0,18.0,37.0,12.0,17.0,15.0,47.0,11.0,36.0,10.0,36.0,11.0,37.0,15.0,14.0,44.0,17.0,29.0,22.0,38.0,38.0
95,,2.0,,16.0,28.0,10.0,34.0,12.0,38.0,18.0,37.0,12.0,17.0,15.0,47.0,11.0,36.0,10.0,36.0,11.0,37.0,15.0,15.0,44.0,17.0,29.0,22.0,39.0,39.0
96,,1.0,,16.0,27.0,10.0,34.0,12.0,38.0,18.0,37.0,12.0,17.0,15.0,47.0,11.0,35.0,10.0,35.0,10.0,36.0,15.0,15.0,44.0,17.0,29.0,22.0,22.0,22.0
97,,2.0,,15.0,27.0,10.0,34.0,12.0,38.0,18.0,37.0,12.0,17.0,14.0,47.0,11.0,34.0,10.0,35.0,11.0,36.0,15.0,15.0,44.0,17.0,28.0,22.0,20.0,20.0
98,,1.0,,15.0,26.0,10.0,34.0,12.0,38.0,18.0,36.0,12.0,17.0,14.0,47.0,11.0,34.0,10.0,35.0,11.0,36.0,16.0,15.0,44.0,17.0,27.0,23.0,40.0,40.0
99,,,,15.0,26.0,10.0,33.0,12.0,38.0,17.0,36.0,12.0,16.0,14.0,47.0,11.0,33.0,10.0,34.0,11.0,35.0,16.0,15.0,44.0,17.0,25.0,23.0,30.0,30.0
100,,1.0,,15.0,25.0,10.0,33.0,11.0,37.0,17.0,36.0,12.0,15.0,14.0,47.0,10.0,33.0,10.0,34.0,10.0,35.0,16.0,15.0,44.0,17.0,24.0,23.0,32.0,32.0
101,,,,15.0,25.0,10.0,33.0,11.0,37.0,17.0,36.0,12.0,15.0,15.0,47.0,10.0,33.0,10.0,34.0,10.0,34.0,16.0,15.0,44.0,17.0,22.0,23.0,17.0,17.0
102,,11.0,,15.0,25.0,10.0,33.0,11.0,37.0,18.0,36.0,12.0,15.0,15.0,48.0,10.0,32.0,10.0,34.0,10.0,34.0,16.0,15.0,44.0,17.0,21.0,23.0,13.0,13.0
103,,22.0,,15.0,25.0,10.0,33.0,11.0,37.0,18.0,37.0,12.0,14.0,15.0,48.0,10.0,32.0,10.0,33.0,10.0,34.0,16.0,15.0,43.0,17.0,22.0,23.0,49.0,49.0
104,,20.0,,15.0,28.0,10.0,33.0,11.0,37.0,19.0,37.0,12.0,14.0,16.0,48.0,10.0,32.0,10.0,33.0,10.0,34.0,17.0,15.0,42.0,17.0,24.0,23.0,31.0,31.0
105,,1.0,,15.0,29.0,10.0,33.0,11.0,37.0,20.0,38.0,12.0,14.0,16.0,48.0,10.0,32.0,10.0,33.0,10.0,33.0,17.0,15.0,42.0,17.0,25.0,24.0,10.0,10.0
106,,2.0,,16.0,28.0,10.0,33.0,11.0,37.0,22.0,37.0,12.0,14.0,16.0,48.0,10.0,32.0,10.0,33.0,11.0,33.0,17.0,16.0,41.0,17.0,27.0,24.0,6.0,6.0
107,,2.0,,16.0,27.0,10.0,33.0,11.0,37.0,22.0,36.0,13.0,14.0,16.0,48.0,10.0,32.0,10.0,33.0,11.0,33.0,18.0,16.0,41.0,17.0,28.0,24.0,23.0,23.0
108,,1.0,,16.0,27.0,10.0,33.0,11.0,37.0,22.0,36.0,12.0,14.0,16.0,48.0,10.0,31.0,10.0,33.0,11.0,33.0,18.0,16.0,40.0,17.0,29.0,24.0,46.0,46.0
109,,1.0,,16.0,26.0,10.0,33.0,11.0,37.0,22.0,36.0,13.0,14.0,17.0,48.0,11.0,31.0,10.0,33.0,11.0,33.0,18.0,16.0,40.0,19.0,28.0,24.0,29.0,29.0
110,,1.0,,16.0,26.0,10.0,33.0,11.0,37.0,22.0,36.0,13.0,14.0,17.0,47.0,11.0,31.0,9.0,32.0,11.0,33.0,18.0,16.0,39.0,20.0,26.0,24.0,48.0,48.0
111,,2.0,,16.0,26.0,10.0,33.0,11.0,37.0,22.0,35.0,13.0,14.0,17.0,47.0,11.0,31.0,10.0,32.0,11.0,33.0,18.0,16.0,39.0,21.0,25.0,24.0,36.0,36.0
112,,2.0,,16.0,26.0,10.0,33.0,11.0,37.0,22.0,35.0,13.0,14.0,17.0,46.0,11.0,30.0,10.0,31.0,11.0,33.0,18.0,16.0,38.0,22.0,23.0,24.0,17.0,17.0
113,,2.0,,16.0,25.0,11.0,33.0,11.0,37.0,22.0,34.0,13.0,14.0,18.0,45.0,11.0,30.0,10.0,31.0,11.0,33.0,19.0,16.0,38.0,23.0,22.0,24.0,21.0,21.0
114,,2.0,,16.0,25.0,11.0,33.0,11.0,37.0,22.0,34.0,13.0,14.0,18.0,44.0,11.0,30.0,10.0,31.0,11.0,33.0,19.0,16.0,37.0,24.0,20.0,23.0,7.0,7.0
115,,8.0,,17.0,25.0,11.0,33.0,11.0,37.0,22.0,34.0,13.0,14.0,18.0,42.0,11.0,30.0,10.0,30.0,11.0,32.0,19.0,16.0,37.0,24.0,22.0,24.0,,
116,,9.0,,17.0,25.0,11.0,32.0,11.0,37.0,22.0,34.0,12.0,14.0,18.0,42.0,11.0,29.0,10.0,30.0,11.0,32.0,19.0,16.0,37.0,24.0,23.0,24.0,35.0,35.0
117,,7.0,,17.0,25.0,11.0,32.0,11.0,37.0,22.0,34.0,12.0,15.0,18.0,41.0,12.0,29.0,10.0,30.0,11.0,32.0,19.0,16.0,36.0,24.0,25.0,24.0,5.0,5.0
118,,17.0,,17.0,25.0,11.0,32.0,11.0,37.0,22.0,34.0,12.0,15.0,19.0,41.0,12.0,29.0,10.0,30.0,11.0,32.0,19.0,16.0,36.0,24.0,26.0,24.0,22.0,22.0
119,,3.0,,17.0,25.0,11.0,32.0,11.0,37.0,21.0,35.0,12.0,15.0,19.0,41.0,12.0,29.0,10.0,30.0,11.0,32.0,19.0,16.0,36.0,24.0,28.0,24.0,32.0,32.0
120,,2.0,,17.0,27.0,11.0,32.0,11.0,37.0,21.0,35.0,12.0,15.0,19.0,40.0,12.0,29.0,10.0,30.0,11.0,31.0,20.0,16.0,36.0,24.0,29.0,24.0,49.0,49.0
