,0
472,2016-05-13 10:00:00
473,2016-05-13 10:10:00
474,2016-05-13 10:20:00
475,2016-05-13 10:30:00
476,2016-05-13 10:40:00
477,2016-05-13 10:50:00
478,2016-05-13 11:00:00
479,2016-05-13 11:10:00
480,2016-05-13 11:20:00
481,2016-05-13 11:30:00
482,2016-05-13 11:40:00
483,2016-05-13 11:50:00
484,2016-05-13 12:00:00
485,2016-05-13 12:10:00
486,2016-05-13 12:20:00
487,2016-05-13 12:30:00
488,2016-05-13 12:40:00
489,2016-05-13 12:50:00
490,2016-05-13 13:00:00
491,2016-05-13 13:10:00
492,2016-05-13 13:20:00
493,2016-05-13 13:30:00
494,2016-05-13 13:40:00
495,2016-05-13 13:50:00
496,2016-05-13 14:00:00
497,2016-05-13 14:10:00
498,2016-05-13 14:20:00
499,2016-05-13 14:30:00
500,2016-05-13 14:40:00
501,2016-05-13 14:50:00
502,2016-05-13 15:00:00
503,2016-05-13 15:10:00
504,2016-05-13 15:20:00
505,2016-05-13 15:30:00
506,2016-05-13 15:40:00
507,2016-05-13 15:50:00
508,2016-05-13 16:00:00
509,2016-05-13 16:10:00
510,2016-05-13 16:20:00
511,2016-05-13 16:30:00
512,2016-05-13 16:40:00
513,2016-05-13 16:50:00
514,2016-05-13 17:00:00
515,2016-05-13 17:10:00
516,2016-05-13 17:20:00
517,2016-05-13 17:30:00
518,2016-05-13 17:40:00
519,2016-05-13 17:50:00
520,2016-05-13 18:00:00
521,2016-05-13 18:10:00
522,2016-05-13 18:20:00
523,2016-05-13 18:30:00
524,2016-05-13 18:40:00
525,2016-05-13 18:50:00
526,2016-05-13 19:00:00
527,2016-05-13 19:10:00
528,2016-05-13 19:20:00
529,2016-05-13 19:30:00
530,2016-05-13 19:40:00
531,2016-05-13 19:50:00
532,2016-05-13 20:00:00
533,2016-05-13 20:10:00
534,2016-05-13 20:20:00
535,2016-05-13 20:30:00
536,2016-05-13 20:40:00
537,2016-05-13 20:50:00
538,2016-05-13 21:00:00
539,2016-05-13 21:10:00
540,2016-05-13 21:20:00
541,2016-05-13 21:30:00
542,2016-05-13 21:40:00
543,2016-05-13 21:50:00
544,2016-05-13 22:00:00
545,2016-05-13 22:10:00
546,2016-05-13 22:20:00
547,2016-05-13 22:30:00
548,2016-05-13 22:40:00
549,2016-05-13 22:50:00
550,2016-05-13 23:00:00
551,2016-05-13 23:10:00
552,2016-05-13 23:20:00
553,2016-05-13 23:30:00
554,2016-05-13 23:40:00
555,2016-05-13 23:50:00
556,2016-05-14 00:00:00
557,2016-05-14 00:10:00
558,2016-05-14 00:20:00
559,2016-05-14 00:30:00
560,2016-05-14 00:40:00
561,2016-05-14 00:50:00
562,2016-05-14 01:00:00
563,2016-05-14 01:10:00
564,2016-05-14 01:20:00
565,2016-05-14 01:30:00
566,2016-05-14 01:40:00
567,2016-05-14 01:50:00
568,2016-05-14 02:00:00
569,2016-05-14 02:10:00
570,2016-05-14 02:20:00
571,2016-05-14 02:30:00
572,2016-05-14 02:40:00
573,2016-05-14 02:50:00
574,2016-05-14 03:00:00
575,2016-05-14 03:10:00
576,2016-05-14 03:20:00
577,2016-05-14 03:30:00
578,2016-05-14 03:40:00
579,2016-05-14 03:50:00
580,2016-05-14 04:00:00
581,2016-05-14 04:10:00
582,2016-05-14 04:20:00
583,2016-05-14 04:30:00
584,2016-05-14 04:40:00
585,2016-05-14 04:50:00
586,2016-05-14 05:00:00
587,2016-05-14 05:10:00
588,2016-05-14 05:20:00
589,2016-05-14 05:30:00
590,2016-05-14 05:40:00
591,2016-05-14 05:50:00
592,2016-05-14 06:00:00
593,2016-05-14 06:10:00
594,2016-05-14 06:20:00
595,2016-05-14 06:30:00
596,2016-05-14 06:40:00
597,2016-05-14 06:50:00
598,2016-05-14 07:00:00
599,2016-05-14 07:10:00
600,2016-05-14 07:20:00
601,2016-05-14 07:30:00
602,2016-05-14 07:40:00
603,2016-05-14 07:50:00
604,2016-05-14 08:00:00
605,2016-05-14 08:10:00
606,2016-05-14 08:20:00
607,2016-05-14 08:30:00
608,2016-05-14 08:40:00
609,2016-05-14 08:50:00
610,2016-05-14 09:00:00
611,2016-05-14 09:10:00
612,2016-05-14 09:20:00
613,2016-05-14 09:30:00
614,2016-05-14 09:40:00
615,2016-05-14 09:50:00
616,2016-05-14 10:00:00
617,2016-05-14 10:10:00
618,2016-05-14 10:20:00
619,2016-05-14 10:30:00
620,2016-05-14 10:40:00
621,2016-05-14 10:50:00
622,2016-05-14 11:00:00
623,2016-05-14 11:10:00
624,2016-05-14 11:20:00
625,2016-05-14 11:30:00
626,2016-05-14 11:40:00
627,2016-05-14 11:50:00
628,2016-05-14 12:00:00
629,2016-05-14 12:10:00
630,2016-05-14 12:20:00
631,2016-05-14 12:30:00
632,2016-05-14 12:40:00
633,2016-05-14 12:50:00
634,2016-05-14 13:00:00
635,2016-05-14 13:10:00
636,2016-05-14 13:20:00
637,2016-05-14 13:30:00
638,2016-05-14 13:40:00
639,2016-05-14 13:50:00
640,2016-05-14 14:00:00
641,2016-05-14 14:10:00
642,2016-05-14 14:20:00
643,2016-05-14 14:30:00
644,2016-05-14 14:40:00
645,2016-05-14 14:50:00
646,2016-05-14 15:00:00
647,2016-05-14 15:10:00
648,2016-05-14 15:20:00
649,2016-05-14 15:30:00
650,2016-05-14 15:40:00
651,2016-05-14 15:50:00
652,2016-05-14 16:00:00
653,2016-05-14 16:10:00
654,2016-05-14 16:20:00
655,2016-05-14 16:30:00
656,2016-05-14 16:40:00
657,2016-05-14 16:50:00
658,2016-05-14 17:00:00
659,2016-05-14 17:10:00
660,2016-05-14 17:20:00
661,2016-05-14 17:30:00
662,2016-05-14 17:40:00
663,2016-05-14 17:50:00
664,2016-05-14 18:00:00
665,2016-05-14 18:10:00
666,2016-05-14 18:20:00
667,2016-05-14 18:30:00
668,2016-05-14 18:40:00
669,2016-05-14 18:50:00
670,2016-05-14 19:00:00
671,2016-05-14 19:10:00
672,2016-05-14 19:20:00
673,2016-05-14 19:30:00
674,2016-05-14 19:40:00
675,2016-05-14 19:50:00
676,2016-05-14 20:00:00
677,2016-05-14 20:10:00
678,2016-05-14 20:20:00
679,2016-05-14 20:30:00
680,2016-05-14 20:40:00
681,2016-05-14 20:50:00
682,2016-05-14 21:00:00
683,2016-05-14 21:10:00
684,2016-05-14 21:20:00
685,2016-05-14 21:30:00
686,2016-05-14 21:40:00
687,2016-05-14 21:50:00
688,2016-05-14 22:00:00
689,2016-05-14 22:10:00
690,2016-05-14 22:20:00
691,2016-05-14 22:30:00
692,2016-05-14 22:40:00
693,2016-05-14 22:50:00
694,2016-05-14 23:00:00
695,2016-05-14 23:10:00
696,2016-05-14 23:20:00
697,2016-05-14 23:30:00
698,2016-05-14 23:40:00
699,2016-05-14 23:50:00
700,2016-05-15 00:00:00
701,2016-05-15 00:10:00
702,2016-05-15 00:20:00
703,2016-05-15 00:30:00
704,2016-05-15 00:40:00
705,2016-05-15 00:50:00
706,2016-05-15 01:00:00
707,2016-05-15 01:10:00
708,2016-05-15 01:20:00
709,2016-05-15 01:30:00
710,2016-05-15 01:40:00
711,2016-05-15 01:50:00
712,2016-05-15 02:00:00
713,2016-05-15 02:10:00
714,2016-05-15 02:20:00
715,2016-05-15 02:30:00
716,2016-05-15 02:40:00
717,2016-05-15 02:50:00
718,2016-05-15 03:00:00
719,2016-05-15 03:10:00
720,2016-05-15 03:20:00
721,2016-05-15 03:30:00
722,2016-05-15 03:40:00
723,2016-05-15 03:50:00
724,2016-05-15 04:00:00
725,2016-05-15 04:10:00
726,2016-05-15 04:20:00
727,2016-05-15 04:30:00
728,2016-05-15 04:40:00
729,2016-05-15 04:50:00
730,2016-05-15 05:00:00
731,2016-05-15 05:10:00
732,2016-05-15 05:20:00
733,2016-05-15 05:30:00
734,2016-05-15 05:40:00
735,2016-05-15 05:50:00
736,2016-05-15 06:00:00
737,2016-05-15 06:10:00
738,2016-05-15 06:20:00
739,2016-05-15 06:30:00
740,2016-05-15 06:40:00
741,2016-05-15 06:50:00
742,2016-05-15 07:00:00
743,2016-05-15 07:10:00
744,2016-05-15 07:20:00
745,2016-05-15 07:30:00
746,2016-05-15 07:40:00
747,2016-05-15 07:50:00
748,2016-05-15 08:00:00
749,2016-05-15 08:10:00
750,2016-05-15 08:20:00
751,2016-05-15 08:30:00
752,2016-05-15 08:40:00
753,2016-05-15 08:50:00
754,2016-05-15 09:00:00
755,2016-05-15 09:10:00
756,2016-05-15 09:20:00
757,2016-05-15 09:30:00
758,2016-05-15 09:40:00
759,2016-05-15 09:50:00
760,2016-05-15 10:00:00
761,2016-05-15 10:10:00
762,2016-05-15 10:20:00
763,2016-05-15 10:30:00
764,2016-05-15 10:40:00
765,2016-05-15 10:50:00
766,2016-05-15 11:00:00
767,2016-05-15 11:10:00
768,2016-05-15 11:20:00
769,2016-05-15 11:30:00
770,2016-05-15 11:40:00
771,2016-05-15 11:50:00
772,2016-05-15 12:00:00
773,2016-05-15 12:10:00
774,2016-05-15 12:20:00
775,2016-05-15 12:30:00
776,2016-05-15 12:40:00
777,2016-05-15 12:50:00
778,2016-05-15 13:00:00
779,2016-05-15 13:10:00
780,2016-05-15 13:20:00
781,2016-05-15 13:30:00
782,2016-05-15 13:40:00
783,2016-05-15 13:50:00
784,2016-05-15 14:00:00
785,2016-05-15 14:10:00
786,2016-05-15 14:20:00
787,2016-05-15 14:30:00
788,2016-05-15 14:40:00
789,2016-05-15 14:50:00
790,2016-05-15 15:00:00
791,2016-05-15 15:10:00
792,2016-05-15 15:20:00
793,2016-05-15 15:30:00
794,2016-05-15 15:40:00
795,2016-05-15 15:50:00
796,2016-05-15 16:00:00
797,2016-05-15 16:10:00
798,2016-05-15 16:20:00
799,2016-05-15 16:30:00
800,2016-05-15 16:40:00
801,2016-05-15 16:50:00
802,2016-05-15 17:00:00
803,2016-05-15 17:10:00
804,2016-05-15 17:20:00
805,2016-05-15 17:30:00
806,2016-05-15 17:40:00
807,2016-05-15 17:50:00
808,2016-05-15 18:00:00
809,2016-05-15 18:10:00
810,2016-05-15 18:20:00
811,2016-05-15 18:30:00
812,2016-05-15 18:40:00
813,2016-05-15 18:50:00
814,2016-05-15 19:00:00
815,2016-05-15 19:10:00
816,2016-05-15 19:20:00
817,2016-05-15 19:30:00
818,2016-05-15 19:40:00
819,2016-05-15 19:50:00
820,2016-05-15 20:00:00
821,2016-05-15 20:10:00
822,2016-05-15 20:20:00
823,2016-05-15 20:30:00
824,2016-05-15 20:40:00
825,2016-05-15 20:50:00
826,2016-05-15 21:00:00
827,2016-05-15 21:10:00
828,2016-05-15 21:20:00
829,2016-05-15 21:30:00
830,2016-05-15 21:40:00
831,2016-05-15 21:50:00
832,2016-05-15 22:00:00
833,2016-05-15 22:10:00
834,2016-05-15 22:20:00
835,2016-05-15 22:30:00
836,2016-05-15 22:40:00
837,2016-05-15 22:50:00
838,2016-05-15 23:00:00
839,2016-05-15 23:10:00
840,2016-05-15 23:20:00
841,2016-05-15 23:30:00
842,2016-05-15 23:40:00
843,2016-05-15 23:50:00
844,2016-05-16 00:00:00
845,2016-05-16 00:10:00
846,2016-05-16 00:20:00
847,2016-05-16 00:30:00
848,2016-05-16 00:40:00
849,2016-05-16 00:50:00
850,2016-05-16 01:00:00
851,2016-05-16 01:10:00
852,2016-05-16 01:20:00
853,2016-05-16 01:30:00
854,2016-05-16 01:40:00
855,2016-05-16 01:50:00
856,2016-05-16 02:00:00
857,2016-05-16 02:10:00
858,2016-05-16 02:20:00
859,2016-05-16 02:30:00
860,2016-05-16 02:40:00
861,2016-05-16 02:50:00
862,2016-05-16 03:00:00
863,2016-05-16 03:10:00
864,2016-05-16 03:20:00
865,2016-05-16 03:30:00
866,2016-05-16 03:40:00
867,2016-05-16 03:50:00
868,2016-05-16 04:00:00
869,2016-05-16 04:10:00
870,2016-05-16 04:20:00
871,2016-05-16 04:30:00
872,2016-05-16 04:40:00
873,2016-05-16 04:50:00
874,2016-05-16 05:00:00
875,2016-05-16 05:10:00
876,2016-05-16 05:20:00
877,2016-05-16 05:30:00
878,2016-05-16 05:40:00
879,2016-05-16 05:50:00
880,2016-05-16 06:00:00
881,2016-05-16 06:10:00
882,2016-05-16 06:20:00
883,2016-05-16 06:30:00
884,2016-05-16 06:40:00
885,2016-05-16 06:50:00
886,2016-05-16 07:00:00
887,2016-05-16 07:10:00
888,2016-05-16 07:20:00
889,2016-05-16 07:30:00
890,2016-05-16 07:40:00
891,2016-05-16 07:50:00
892,2016-05-16 08:00:00
893,2016-05-16 08:10:00
894,2016-05-16 08:20:00
895,2016-05-16 08:30:00
896,2016-05-16 08:40:00
897,2016-05-16 08:50:00
898,2016-05-16 09:00:00
899,2016-05-16 09:10:00
900,2016-05-16 09:20:00
901,2016-05-16 09:30:00
902,2016-05-16 09:40:00
903,2016-05-16 09:50:00
904,2016-05-16 10:00:00
905,2016-05-16 10:10:00
906,2016-05-16 10:20:00
907,2016-05-16 10:30:00
908,2016-05-16 10:40:00
909,2016-05-16 10:50:00
910,2016-05-16 11:00:00
911,2016-05-16 11:10:00
912,2016-05-16 11:20:00
913,2016-05-16 11:30:00
914,2016-05-16 11:40:00
915,2016-05-16 11:50:00
916,2016-05-16 12:00:00
917,2016-05-16 12:10:00
918,2016-05-16 12:20:00
919,2016-05-16 12:30:00
920,2016-05-16 12:40:00
921,2016-05-16 12:50:00
922,2016-05-16 13:00:00
923,2016-05-16 13:10:00
924,2016-05-16 13:20:00
925,2016-05-16 13:30:00
926,2016-05-16 13:40:00
927,2016-05-16 13:50:00
928,2016-05-16 14:00:00
929,2016-05-16 14:10:00
930,2016-05-16 14:20:00
931,2016-05-16 14:30:00
