,T1
195,19.156383617225107
196,19.363373308479453
197,19.49147484456956
198,19.212366602397214
199,19.367789228080284
200,19.118202471728576
201,19.10961466568396
202,19.233244229236067
203,19.19465026031666
204,19.098179189337465
205,18.959349143154324
206,19.005250533432747
207,18.941161947489675
208,19.202306432360718
209,18.955640443206054
210,19.11887324333684
211,19.276863805164016
212,18.869806396246297
213,19.095360514261092
214,18.906222532030707
215,18.830983665307556
216,18.956827819872696
217,18.74871536066916
218,18.95647452152443
219,18.865662555682867
220,18.769348581256867
221,18.787810852970857
222,18.74442974124702
223,18.766452822608848
224,18.75308986430605
225,19.010824222226816
226,18.93731429853817
227,19.001290030888747
228,18.853726348009385
229,18.84344907580391
230,18.74358509339786
231,18.92819967452521
232,18.681445314747318
233,18.847646474732596
234,18.7323361557104
235,18.858962853803227
236,18.690260812850326
237,18.811813410579287
238,18.978133458760365
239,18.62806141141151
240,18.81654187468132
241,18.87055963552742
242,18.99289158679257
243,19.213582116668146
244,18.990543357027036
245,19.28656791770339
246,19.263437555217305
247,19.1292646996768
248,19.020553636968952
249,19.184073894950334
250,19.11937047616003
251,19.243915031647468
252,19.3087774154028
253,19.37187919647011
254,19.27476965959766
255,19.293964860666602
256,19.210373674935514
257,19.292758896450483
258,19.37098297165479
259,19.20484537916
260,19.249150141863748
261,19.174791607982034
262,19.13329109711489
263,19.113308904219505
264,19.074430867569184
265,18.969417874806584
266,19.01138812269178
267,18.970704786817425
268,18.80098810258585
269,19.111155918406112
270,18.911904152887047
271,18.857091556130726
272,19.024496970001717
273,19.022013380826944
274,19.03518424000965
275,19.077518072097412
276,19.178521718261237
277,18.975301322023533
278,19.147898590917762
279,19.287949566581972
280,19.132245000657765
281,19.0913204332818
282,19.579811372766873
283,19.455660242500414
284,19.465934921484546
285,19.44708353931689
286,19.15898860589911
287,19.249244694443934
288,19.43616107225879
289,19.402592303548783
290,19.545777407478443
291,19.136980545887763
292,19.345458303804445
293,19.300346737287718
294,19.375988981196944
295,19.324092434890293
296,19.279576326739047
297,19.221639932657432
298,19.25313153101186
299,19.035869361406636
300,19.397847187199844
301,19.374143191414078
302,19.570810994645587
303,19.375573527174947
304,19.40010873075128
305,19.2952828007162
306,19.447286219634844
307,19.432014673366968
308,19.65501539042577
309,19.485808654543323
310,19.69989617510235
311,19.635579610671503
312,19.583816402484423
313,19.582190257263772
314,19.547059813460372
315,19.66309428192739
316,19.64925528133705
317,19.46341822435435
318,19.807288545755558
319,19.53809612525513
320,19.555389554618696
321,19.630272115261764
322,19.51413750317567
323,19.416226109928648
324,19.487177687554574
325,19.48752738575252
326,19.35894922455339
327,19.68840020925621
328,19.35638185845375
329,19.05664396258329
330,19.004813577517904
331,19.237967099743322
332,19.151293685366138
333,19.43278614230521
334,19.26071185429776
335,19.069623020858426
336,18.908663237401786
337,19.20579654290921
338,19.183163046670305
339,18.91662421365914
340,18.812738135209983
341,19.023183870566925
342,19.018910648972273
343,19.0012772576187
344,18.953021861714326
345,18.788434913056054
346,19.015555291218423
347,18.93342461624164
348,18.823786939990693
349,18.747268529773198
350,18.76508882143852
351,18.66975915640631
352,18.68114059334507
353,18.716760212477226
354,18.634474448401164
355,18.72369344021559
356,18.720395114182264
357,18.738800962152702
358,18.58967705934931
359,18.661399814238692
360,18.6741211264273
361,18.726447122109803
362,18.65908932965309
363,18.564572023698076
364,18.501174044977677
365,18.50703678205635
366,18.432848594530228
367,18.615970976824947
368,18.455961600913664
369,18.402028323307867
370,18.317892193038976
371,18.228846545953385
372,18.319139776592763
373,18.413952494617472
374,18.42169343056749
375,18.42320825162351
376,18.391113467563496
377,18.487219481502372
378,18.331794827037786
379,18.49938139287488
380,18.361525230636953
381,18.376028507683927
382,18.419149482864547
383,18.514581753155923
384,18.20824155379726
385,18.586323073551558
386,18.604951745070128
387,18.555896298017828
388,18.915555385814702
389,18.817901161633877
390,18.52389663467452
391,18.721705354873897
392,18.711730128260964
393,18.671068930880857
394,18.812992380664877
395,18.917131503350394
396,18.850475677977744
397,18.78790102710192
398,19.21176809909872
399,19.022097686717977
400,19.349983946133683
401,19.705528322756773
402,19.668855614781823
403,19.987117492892374
404,20.00694812566014
405,20.180583061424155
406,20.265754666416647
407,20.515851468808503
408,20.93777307601116
409,20.697733097553733
410,21.076560707783
411,21.20262852556484
412,21.30909577852938
413,21.162903841827266
414,21.16187164027177
415,21.197032085519684
416,21.342043285388158
417,21.47788174295669
418,21.31105908913849
419,21.429818834472407
420,21.50809709781733
421,21.538084198188354
422,21.403797926201907
423,21.598303240748905
424,21.652071083557576
425,21.493531173332933
426,21.563764755578518
427,21.465875375231537
428,21.41050398937518
429,21.377664381828392
430,21.482290525791715
431,21.475999033305975
432,21.3282621214108
433,21.536637678885175
434,21.906350351209735
435,21.908506533754057
436,22.121392828679124
437,22.06589363723007
438,22.23115771156666
439,22.249603512428635
440,22.158548972699613
441,22.12474711314705
442,22.196867209957922
443,22.161181428140544
444,22.335547310012625
445,22.221115642344717
446,22.120370968276
447,22.371667362371802
448,22.62321469610975
449,22.77924566479892
450,22.675622560078747
451,22.61867205150321
452,22.719512997636386
453,22.686834316120173
454,22.70638782604609
455,22.59711384665285
456,22.810310812096862
457,22.64089457935326
458,22.830156198201397
459,22.767964046608324
460,22.708354047035733
461,22.816630161978683
462,22.939339090717315
463,22.89345541045341
464,23.069123420255238
465,23.22051864072104
466,23.207796505064877
467,23.396117644248147
468,23.312204206316
469,23.52771958635382
470,23.444708359573568
471,23.658703472505604
472,23.66670996322684
473,23.62446040885524
474,23.714911968400372
475,23.51976439728164
476,23.628652504867997
477,23.77905552834593
478,23.681252244920334
479,23.73795446455659
480,23.774129632810922
481,23.505625040611378
482,23.558134549440158
483,23.79043578474205
484,23.74208743322825
485,23.78826820921297
486,23.578759903669496
487,23.63206912379135
488,23.648415416744395
489,23.481589396928143
490,23.41552424171249
491,23.29764746648334
492,23.129870898649024
493,23.106086863323856
494,23.124709867014776
495,23.046724673480863
496,23.046889550457763
497,22.966205817051296
498,23.05628881800581
499,22.977635318760537
500,23.06351120962521
501,22.79260293284445
502,22.636962340994195
503,22.747511444139995
504,22.536415157692858
505,22.42030119223319
506,22.50232383225736
507,22.403554074658064
508,22.231248695696355
509,22.301609094393765
510,22.33760606177403
511,22.257278361892794
512,22.12178867941821
513,22.126118416239187
514,22.14311184185469
515,22.02879999446282
516,22.050212400968338
517,21.958151711938246
518,22.14199868531501
519,21.98705087386225
520,22.053888530460597
521,21.77694361344506
522,21.506353310230697
523,21.231615700977247
524,21.07832795079
525,21.027943099974802
526,20.823576049439314
527,20.864290013157877
528,20.894134321978427
529,20.835497164146
530,20.69049938616941
531,20.809142689566173
532,20.77441148890933
533,20.856505027647888
534,20.945430345393046
535,20.91994016048972
536,20.80244558265913
537,21.00020113964145
538,20.794224378564923
539,20.939772980493487
540,20.903612810488728
541,20.991144753106845
542,21.009519137689367
543,20.84496630371845
544,20.932285327246444
545,20.950836073314747
546,20.899129082805377
547,20.819149927260913
548,20.820920244766203
549,21.02499512063947
550,21.00879911378869
551,21.118217931419768
552,21.099015835233253
553,21.120841800805547
554,21.05408977587365
555,21.277713865342008
556,21.41893793116977
557,21.305750661546558
558,21.514993604153595
559,21.49059327686853
560,21.365699536388718
561,21.493295997813888
562,21.369452833901466
563,21.676764106865527
564,21.61288334001136
565,21.811968320084876
566,21.672701370669678
567,21.92736626355323
568,22.14342803403053
569,22.373310946354827
570,22.100277581872987
571,22.218392418805006
572,22.284965646212797
573,22.180789124111943
574,22.398509174749886
575,22.15985159234199
576,22.383560995932303
577,22.48823460548124
578,22.444268057068086
579,22.51817039949914
580,22.442749987459244
581,22.279088943596296
582,22.38133535534947
583,22.617469185571572
584,22.2938207508565
585,22.412727435302738
586,22.188702605190674
587,22.5516630680898
588,22.47190250658217
589,22.501295397177824
590,22.645007510918113
591,22.499498477505604
592,22.565744348889083
593,22.54527401042216
594,22.5105821253299
595,22.69561220184609
596,22.52841086474063
597,22.684400918262487
598,22.930435554201683
599,22.831444212941012
600,22.90159753439798
601,23.16717353855737
602,23.05717117808392
603,23.141551580812212
604,23.241728555691967
605,23.057724166482593
606,23.06819832888895
607,23.24920793240644
608,23.204717153138226
609,23.143575464031404
610,23.165543664914214
611,23.16413378510361
612,23.323249115954994
613,23.231511206057057
614,23.04904342458218
615,22.893866048899678
616,23.11969602947042
617,23.255826967511748
618,23.191940871037954
619,23.014273228976737
620,23.090804111673823
621,22.80454196422195
622,22.787464691576037
623,22.65387310749377
624,22.69469655900241
625,22.56828702542332
626,22.795688226401357
627,22.56462538577843
628,22.67760574882915
629,22.439480835521177
630,22.44474482606061
631,22.308073475267182
632,22.607043169492695
633,22.506032710254498
634,22.130409402425364
635,22.373069807380578
636,21.965490572077808
637,22.193710638079253
638,22.147715997600322
639,22.055082130235878
640,22.11629448136467
641,21.955299434393435
642,21.97640980547532
643,21.826354228376193
644,22.03991191381311
645,22.034562658623877
646,21.853016248982357
647,21.878581688102244
648,21.718099489172285
649,21.818301346326837
650,21.72740364649241
651,21.633536647214683
652,21.61762608227408
653,21.622195116974297
654,21.54832487744117
655,21.371199028103305
656,21.313287404602534
657,21.38153165901205
658,21.32712487178272
659,21.39400012063416
660,21.345445469360865
661,21.472003027244515
662,21.444472028708237
663,21.13177760000061
664,21.205880540751966
665,21.076225461693774
666,21.421971878835038
667,21.35521883366292
668,21.348376842129422
669,21.3170936348264
670,21.58457239083096
671,21.432908093738956
672,21.595182706162
673,21.531046982998653
674,21.67018323151277
675,21.713897146763845
676,21.96760480511543
677,21.892325190243664
678,21.886305848757967
679,21.718498017917575
680,21.793569961706524
681,21.92591413013405
682,22.076814324834658
683,22.1092936309155
684,22.091303725682092
685,22.026965290679094
686,22.02453843940152
687,22.19108556568432
688,22.388559477542
689,22.2199400506127
690,22.16379888632961
691,22.193244935869945
692,21.98866917231347
693,22.191735126317703
694,22.102046696570373
695,21.948723808264575
696,21.870658247027286
697,22.07982623585854
698,21.887358617515588
699,22.046692389157357
700,21.94030603259673
701,21.87017403587965
702,22.007275736508106
703,21.848201025938483
704,21.916544297860302
705,21.73960183685663
706,21.905758470979663
707,21.755916064075528
708,21.87148358792306
709,21.89424814503867
710,21.771582009574086
711,21.77368291417128
712,21.619615359733533
713,21.72845054300943
714,21.525864320927177
715,21.687387285485954
716,21.70414377933156
717,21.520229009127604
718,21.514155943835224
719,21.567046550958366
720,21.574016779505843
721,21.48839189063081
722,21.27324485189781
723,21.39903892683127
724,21.456018421976506
725,21.391487830765087
726,21.22328116883556
727,21.27406755579235
728,21.464341145104196
729,21.54236748989947
730,21.667396618414998
731,21.90025720676156
732,22.18485405965804
733,22.245912570641433
734,22.88449696652608
735,23.228201481973997
736,23.215277026012927
737,23.243060546379123
738,23.367622227335296
739,23.313530480561752
740,23.36919253359725
741,23.21565465056035
742,23.383316956689075
743,23.234145511345037
744,23.232291615534486
745,23.28650786303263
746,23.208790912126346
747,23.361518217876572
748,23.117806402141596
749,23.11069785109804
750,23.294835296057762
751,23.24642400263793
752,23.169535040442945
753,23.143138220714132
754,23.09225887861578
755,22.867772355149718
756,22.86401978769145
757,22.732917733504014
758,22.909424575912976
759,22.893724866879072
760,22.50054467800928
761,22.58653379741439
762,22.578683444716912
763,22.302486935145645
764,22.362023819598775
765,22.24336632589018
766,22.165516955600378
767,22.3005874610888
768,22.056162054767853
769,22.248308861194197
770,21.993296750034624
771,22.004037149705567
772,22.044813700190204
773,21.88207588489424
774,21.94033119939784
775,21.99904294070601
776,21.825126678092943
777,21.76611986313036
778,21.622504048274873
779,21.729522666347762
780,21.744658012398137
781,21.671497301355252
782,21.660874040584172
783,21.362389847490327
784,21.628160126444158
785,21.524856583661776
786,21.47972312887897
787,21.544549433384947
788,21.33362467056099
789,21.35961103015796
790,21.18394031097491
791,21.41781245364242
792,21.384651192100275
793,21.085484385389652
794,21.095804229403587
795,21.124916569729628
796,21.17228608182748
797,21.103786268388344
798,21.07322017826977
799,21.07467155632089
800,20.887738503978397
801,21.055988665147407
802,20.796999698258322
803,20.942533618547227
804,21.03180295131061
805,20.93794227309117
806,20.85380326927874
807,20.74743525793456
808,20.80015804291536
809,20.737945218063945
810,20.832144703847998
811,20.73640291391261
812,20.741092829177436
813,20.902423891188192
814,20.695060411677527
815,20.904532699178077
816,20.7510329287262
817,20.82231111758142
818,21.06339014592493
819,21.1677686147985
820,21.12034487146643
821,21.484334459745888
822,21.47291933636916
823,21.69759631146266
824,21.699919252662053
825,21.80769743704727
826,21.920222677149525
827,21.77237458564856
828,22.008221913649987
829,21.69982376889713
830,21.858304136106973
831,22.204529591815632
832,21.90805743630873
833,22.096397520922395
834,22.29742986541545
835,22.009132635425743
836,22.25148574473392
837,21.949731527183886
838,22.041242831367697
839,22.144436240324982
840,22.0948392085004
841,22.027701092637628
842,22.043483374724307
843,22.216754328496837
844,22.021838365846964
845,21.92854245812969
846,22.179213182767054
847,21.953479095657272
848,21.71216176318205
849,21.618704895992607
850,21.789527849867483
851,21.69759852405461
852,21.68459464840759
853,21.721381714708233
854,21.749435426001426
855,21.70234338396133
856,21.60102330931039
857,21.607370555017624
858,21.79097198266892
859,21.6515251046805
860,21.732024226015977
861,21.7261067741557
862,21.72713256458519
863,21.822724217201177
864,21.71781069582343
865,21.557548377026485
866,21.681195787665146
867,21.551071300895018
868,21.523248697218865
869,21.615761195339623
870,21.831366036988182
871,21.83542993194304
872,21.90483290153997
873,21.96946257924921
874,21.759926547732
875,22.06886650276084
876,22.26600754448767
877,22.499461656859275
878,22.368570797573966
879,22.131183654405707
880,22.270365112241244
881,22.222267430972387
882,22.362138186047336
883,22.147785074152
884,22.62320361875421
885,22.40363428968425
886,22.38774487067873
887,22.418360405211434
888,22.548277063594213
889,22.641293971180907
890,22.477178922898435
891,22.34290881086453
892,22.473387830410825
893,22.4884683008998
894,22.49693077872455
895,22.471500303208142
896,22.461504226614494
897,22.2913829292192
898,22.337714904255872
899,22.18813722940677
900,22.03074447608045
901,22.185798351696313
902,21.9814968403042
903,22.02810096344017
904,21.825899723523463
905,21.880841332422214
906,21.966345634446782
907,21.814838861986495
908,21.702908057730813
909,21.55251004832229
910,21.533814899831448
911,21.441058841948127
912,21.558167033194856
913,21.493028707370282
914,21.410238070656604
915,21.27215940996931
916,21.520433996960048
917,21.3471403837978
918,21.135267004026737
919,21.087343636967827
920,20.933547181306924
921,20.905861417394423
922,20.98874009697587
923,20.80767645326952
924,20.765199924531874
925,20.69168529994842
926,20.847214164318004
927,20.68066062532373
928,20.771616609088493
929,20.66750372880659
930,20.572139427803204
931,20.591498221286212
932,20.702800212803076
933,20.667679209029142
934,20.57566211800438
935,20.46026322527626
936,20.349838214255904
937,20.224075553566337
938,20.44465761703023
939,20.27288462284289
940,20.127957132016405
941,20.262217952001212
942,20.30273156984354
943,20.296378008067514
944,20.30027345642252
945,20.26952722217568
946,20.17971784762213
947,20.258445473691086
948,20.078245984447413
949,20.147622945679835
950,20.19801807321909
951,20.162545606789454
952,20.113680050304712
953,19.842212915936955
954,19.922437426306807
955,20.03381765722517
956,19.989043139623057
957,20.03824212601277
958,19.796705508784484
959,19.852471338960324
960,19.99749649272714
961,19.765210693232092
962,19.82569054968076
963,19.94292033856523
964,19.92370144100614
965,19.740446416298425
966,19.857493665443684
967,19.637784283534685
968,19.638731546010195
969,19.579165038633228
970,19.643024565177708
971,19.62228555469003
972,19.599333172849818
973,19.57138601523549
974,19.545538089323863
975,19.594954075903267
976,19.79427664962936
977,19.574194742156674
978,19.66455122585386
979,19.415380258112823
980,19.466038599206104
981,19.38311630754689
982,19.36764960921678
983,19.411067635599316
984,19.357352057365254
985,19.419924551276548
986,19.500472414032927
987,19.414545678733575
988,19.442852395073487
989,19.45728190154066
990,19.458496618040822
991,19.528427544299923
992,19.430240254410613
993,19.38967759009517
994,19.306855800280275
995,19.599682156768075
996,18.99686944545384
997,19.34459044469672
998,19.306173538587306
999,19.385896748124665
1000,19.18789803989333
1001,19.36989093131037
1002,19.207579594494888
1003,18.992966559802305
1004,19.134702092981843
1005,19.275944856484077
1006,19.22793820266952
1007,19.250309537862705
1008,19.14539603197845
1009,19.219759208970693
1010,19.24633190945428
1011,19.124492840120638
1012,18.95583713780117
1013,19.15995327900463
1014,19.159252757946067
1015,19.16383730804232
1016,19.079969497077574
1017,19.173070590105237
1018,19.21639400737913
1019,19.04880611996021
1020,19.181024318850692
1021,19.30127142836741
1022,19.46535388946685
1023,19.71511941890925
1024,20.015327955568065
1025,19.98909824276932
1026,20.086896917458862
1027,20.151705515290413
1028,20.265334943397622
1029,20.239492050518802
1030,20.282642108582813
1031,20.56314228602708
1032,20.343734459910202
1033,20.566159600309177
1034,20.661262040142006
1035,20.59375169412798
1036,20.671071858154352
1037,20.816306705920532
1038,20.604047572843143
1039,20.79264369324893
1040,20.764755519872534
1041,20.70168802596304
1042,20.712245749488954
1043,20.78120392907282
1044,20.909255341246816
1045,20.591155501840007
1046,20.723743825897795
1047,20.61214508032859
1048,20.46141174999913
1049,20.399849565253067
1050,20.27348841370669
1051,20.612324627398184
1052,20.31692393192285
1053,20.264347122283283
1054,20.164718475713016
1055,20.219271257456654
1056,20.26750190185127
1057,20.109355968619262
1058,19.99026112798917
1059,20.04555570171489
1060,20.0611441250764
1061,19.930624731945212
1062,19.80036597465088
1063,19.763462593546244
1064,19.80923169455815
1065,19.50190133718403
1066,19.771850318212152
1067,19.85697464748284
1068,19.602691290205914
1069,19.377627007004715
1070,19.473412842629585
1071,19.366172892553067
1072,19.4631296440401
1073,19.467088500247254
1074,19.332247731524962
1075,19.39632761880344
1076,19.270695863442683
1077,19.190981543901245
1078,19.217411570286345
1079,19.42434552666576
1080,19.193242410943625
1081,19.219793190014414
1082,19.22898117331548
1083,19.032968388338293
1084,19.076366251532665
1085,19.10443176344024
1086,19.122989361200702
1087,19.0930120029982
1088,18.97219891101832
1089,19.15910757283334
1090,18.74577238550951
1091,18.99851907551684
1092,18.945347565096974
1093,18.879643431581087
1094,18.94816056654688
1095,19.03537033234056
1096,18.853320381400682
1097,18.69894168056017
1098,18.85857987858115
1099,18.761908523965086
1100,18.76828107599457
1101,18.746930541257054
1102,18.891318921131187
1103,18.88506158946998
1104,18.722721925314783
1105,18.585320320609693
1106,18.6082311466887
1107,18.736796069896172
1108,18.676533676776828
1109,18.593057662124753
1110,18.611730352071934
1111,18.467789089194692
1112,18.82857671619028
1113,18.6163165605937
1114,18.8403239555327
1115,18.486021501418442
1116,18.7638947578792
1117,18.791061067514114
1118,18.73954405459473
1119,18.62653777080304
1120,18.721788764594244
1121,18.775920481293003
1122,18.722436697973027
1123,18.860737648215228
1124,18.87356968984161
1125,18.83041989014396
1126,19.094347272705246
1127,18.88787067767528
1128,19.14013188808376
1129,19.06598551370417
1130,19.062036283067734
1131,19.03912795138003
1132,19.017725151935228
1133,19.03085897084803
1134,18.967977133361696
1135,18.956389467518548
1136,18.91138120660832
1137,19.223438619282003
1138,19.189203363057423
1139,19.134315406304143
1140,19.33656989382293
1141,19.500536653490048
1142,19.279628094932534
1143,19.2834607971978
1144,19.31722757945042
1145,19.52701841065011
1146,19.265603104112234
1147,19.302767334456306
1148,19.44372750799304
1149,19.17044936804873
1150,19.20198546790656
1151,19.44270115468425
1152,19.435866908582668
1153,19.164222831997925
1154,19.278096673369344
1155,19.232268703237718
1156,19.06712171199657
1157,19.23632093637954
1158,19.27953231624764
1159,19.111799670341803
1160,19.133995677208077
1161,19.10715871966313
1162,19.135046223448416
1163,18.974526847776037
1164,18.96089576183688
1165,18.87731008404855
1166,18.92575008913349
1167,19.004081026278996
1168,19.011367253574893
1169,19.318484795826677
1170,19.389543698729227
1171,19.21208895162627
1172,19.379938298456786
1173,19.27771697589637
1174,19.35294587554832
1175,19.624389422570648
1176,19.488220526245122
1177,19.696950479242865
1178,19.687376095767007
1179,19.71306551779503
1180,19.707722550488004
1181,19.835698656213232
1182,19.78100148394277
1183,19.637154815271515
1184,19.644796360784827
1185,19.881383319628675
1186,19.742723191174537
1187,19.91709517316965
1188,19.872706231453506
1189,19.78324249498917
1190,19.810388198280755
1191,19.77222087296603
1192,19.862837395327748
1193,19.655618832752737
1194,19.81820538318396
1195,19.89889133255086
1196,19.526412764706315
1197,19.717823423025965
1198,19.624863193643804
1199,19.496923526626365
1200,19.51865309735232
1201,19.695484901097345
1202,19.479893813116806
1203,19.507317418807173
1204,19.551147329934587
1205,19.210391084159586
1206,19.408585989170128
1207,19.520699694938696
1208,19.3655456125342
1209,19.41104487820775
1210,19.054463359116877
1211,19.131111458493663
1212,19.261687460276185
1213,19.028171657004066
1214,19.026360437353524
1215,18.955376406436887
1216,19.00349696052333
1217,18.93823289497431
1218,18.84462659249065
1219,18.809490522295107
1220,19.024442500015983
1221,18.89413731721272
1222,18.63921986527745
1223,18.49182706640113
1224,18.650168542381266
1225,18.634545459613033
1226,18.67817689122465
1227,18.66222580005353
1228,18.784847430443264
1229,18.708789569049145
1230,18.59804459597393
1231,18.415766243223132
1232,18.48378662011596
1233,18.571278752474953
1234,18.62341089833895
1235,18.450623187111105
1236,18.555415249003204
1237,18.378797474618253
1238,18.375191813297988
1239,18.322065199808073
1240,18.45582898603227
1241,18.356240939646003
1242,18.408238110846288
1243,18.26100147986861
1244,18.12933213669529
1245,18.297291803758164
1246,18.01068604987954
1247,18.277531408724407
1248,18.10109509151076
1249,18.297933701463148
1250,18.180894509825638
1251,18.2442007381525
1252,18.223361694938134
1253,18.17310895378988
1254,18.50127999358757
1255,18.091966881913773
1256,18.08969780217937
1257,18.201685626156
1258,18.15610838927602
1259,18.278838438912132
1260,18.014258123633844
1261,18.03091518770397
1262,17.992560511248918
1263,18.237468361604066
1264,18.176376311552254
1265,18.096757392807568
1266,18.03408678591712
1267,17.820798271087032
1268,17.85820641986787
1269,18.14752305532652
1270,17.994675345344433
1271,17.930002670547726
1272,17.850016875534727
1273,17.860928645804265
1274,17.961346267086295
1275,17.79365529407357
1276,17.959017967689675
1277,17.893609506353226
1278,17.689683660933152
1279,17.81532478654945
1280,17.795604476932727
1281,17.551319514510276
1282,17.716059358438738
1283,17.662725556911308
1284,17.936310280656237
1285,17.629238812571046
1286,17.45001703184595
1287,17.599722687637662
1288,17.825977178849108
1289,17.589869340073058
1290,17.558885626711856
1291,17.496897239332814
1292,17.339743207954758
1293,17.51942166979235
1294,17.526290909345068
1295,17.671179396817887
1296,17.477227207296956
1297,17.336266225953153
1298,17.458639684720215
1299,17.387480150018536
1300,17.623226348323826
1301,17.291225295598107
1302,17.279781171180176
1303,17.513772017848964
1304,17.465963210638698
1305,17.60240857011964
1306,17.442507891257012
1307,17.689324185722093
1308,17.89912229804414
1309,17.877576210506092
1310,18.219283578993014
1311,18.344780735290467
1312,18.615402034803427
1313,18.74070751178586
1314,18.750041641208643
1315,18.73591007936953
1316,18.905474490187736
1317,18.88751247244384
1318,19.143433386642748
1319,19.43989065393614
1320,19.60498674079827
1321,19.59619455747436
1322,19.694748156830915
1323,19.76422795662906
1324,19.766049794809128
1325,19.739532336103988
1326,19.83122254348452
1327,19.859565841631913
1328,19.887547632394977
1329,20.026226544126864
1330,20.186411046628347
1331,19.991945307685906
1332,20.07247862024992
1333,20.049498021521774
1334,20.013367516879693
1335,19.918927588453933
1336,19.85366469614088
1337,19.548697286963424
1338,19.81139971255801
1339,19.582584573161448
1340,19.54743740771395
1341,19.48126490948677
1342,19.48371271251529
1343,19.466349471123536
1344,19.41534143006587
1345,19.407398032114774
1346,19.371617311218078
1347,19.3129020273611
1348,19.304509102051455
1349,19.493515727027567
1350,19.163774142848503
1351,19.08517831180813
1352,19.148740096531053
1353,19.1394592096767
1354,19.040437847101924
1355,18.87586326768103
1356,18.93285948318569
1357,19.002800952618234
1358,18.952844790016663
1359,18.770807782066047
1360,18.632782263472663
1361,18.614104470950764
1362,18.66740518698421
