,0,1
119,2016-04-07 09:40:00,644
120,2016-04-07 09:50:00,645
121,2016-04-07 10:00:00,646
122,2016-04-07 10:10:00,647
123,2016-04-07 10:20:00,648
124,2016-04-07 10:30:00,649
125,2016-04-07 10:40:00,650
126,2016-04-07 10:50:00,651
127,2016-04-07 11:00:00,652
128,2016-04-07 11:10:00,653
129,2016-04-07 11:20:00,654
130,2016-04-07 11:30:00,655
131,2016-04-07 11:40:00,656
132,2016-04-07 11:50:00,657
133,2016-04-07 12:00:00,658
134,2016-04-07 12:10:00,659
135,2016-04-07 12:20:00,660
136,2016-04-07 12:30:00,661
137,2016-04-07 12:40:00,662
138,2016-04-07 12:50:00,663
139,2016-04-07 13:00:00,664
140,2016-04-07 13:10:00,665
141,2016-04-07 13:20:00,666
142,2016-04-07 13:30:00,667
143,2016-04-07 13:40:00,668
144,2016-04-07 13:50:00,669
145,2016-04-07 14:00:00,670
146,2016-04-07 14:10:00,671
147,2016-04-07 14:40:00,674
148,2016-04-07 14:50:00,675
149,2016-04-07 15:00:00,676
150,2016-04-07 15:10:00,677
151,2016-04-07 15:20:00,678
152,2016-04-07 15:30:00,679
153,2016-04-07 15:40:00,680
154,2016-04-07 16:40:00,686
155,2016-04-07 16:50:00,687
156,2016-04-07 17:00:00,688
157,2016-04-07 17:10:00,689
158,2016-04-07 17:20:00,690
159,2016-04-07 17:30:00,691
160,2016-04-07 17:40:00,692
161,2016-04-07 17:50:00,693
162,2016-04-07 18:00:00,694
163,2016-04-07 18:10:00,695
164,2016-04-07 18:20:00,696
165,2016-04-07 18:30:00,697
166,2016-04-07 18:40:00,698
167,2016-04-07 18:50:00,699
168,2016-04-07 19:00:00,700
169,2016-04-07 19:10:00,701
170,2016-04-07 19:20:00,702
171,2016-04-07 19:30:00,703
172,2016-04-07 19:40:00,704
173,2016-04-07 19:50:00,705
174,2016-04-07 20:00:00,706
175,2016-04-07 20:10:00,707
176,2016-04-07 20:20:00,708
177,2016-04-07 20:30:00,709
178,2016-04-07 20:40:00,710
179,2016-04-07 20:50:00,711
180,2016-04-07 21:00:00,712
181,2016-04-07 21:10:00,713
182,2016-04-07 21:20:00,714
183,2016-04-07 21:30:00,715
184,2016-04-07 21:40:00,716
185,2016-04-07 21:50:00,717
186,2016-04-07 22:00:00,718
187,2016-04-07 22:10:00,719
188,2016-04-07 22:20:00,720
189,2016-04-07 22:30:00,721
190,2016-04-07 22:40:00,722
191,2016-04-07 22:50:00,723
192,2016-04-07 23:00:00,724
193,2016-04-07 23:10:00,725
194,2016-04-07 23:20:00,726
195,2016-04-07 23:30:00,727
196,2016-04-07 23:40:00,728
197,2016-04-07 23:50:00,729
198,2016-04-08 00:00:00,730
199,2016-04-08 00:10:00,731
200,2016-04-08 00:20:00,732
201,2016-04-08 00:30:00,733
202,2016-04-08 00:40:00,734
203,2016-04-08 00:50:00,735
204,2016-04-08 01:00:00,736
205,2016-04-08 01:10:00,737
206,2016-04-08 02:20:00,744
207,2016-04-08 02:30:00,745
208,2016-04-08 02:40:00,746
209,2016-04-08 02:50:00,747
210,2016-04-12 02:20:00,1320
211,2016-04-12 02:30:00,1321
212,2016-04-12 02:40:00,1322
213,2016-04-12 02:50:00,1323
214,2016-04-12 03:00:00,1324
215,2016-04-12 03:10:00,1325
216,2016-04-12 03:20:00,1326
217,2016-04-12 03:30:00,1327
218,2016-04-12 03:40:00,1328
219,2016-04-12 03:50:00,1329
220,2016-04-12 04:00:00,1330
221,2016-04-12 04:10:00,1331
222,2016-04-12 04:20:00,1332
223,2016-04-12 04:30:00,1333
224,2016-04-12 04:40:00,1334
225,2016-04-12 04:50:00,1335
226,2016-04-12 05:00:00,1336
227,2016-04-12 05:10:00,1337
228,2016-04-12 05:20:00,1338
229,2016-04-12 05:30:00,1339
230,2016-04-12 05:40:00,1340
231,2016-04-12 05:50:00,1341
232,2016-04-12 06:00:00,1342
233,2016-04-12 06:10:00,1343
234,2016-04-12 06:20:00,1344
235,2016-04-12 06:30:00,1345
236,2016-04-12 06:40:00,1346
237,2016-04-12 06:50:00,1347
238,2016-04-12 07:00:00,1348
239,2016-04-12 07:10:00,1349
240,2016-04-12 07:20:00,1350
241,2016-04-12 07:30:00,1351
242,2016-04-12 07:40:00,1352
243,2016-04-12 07:50:00,1353
244,2016-04-12 08:00:00,1354
245,2016-04-12 08:10:00,1355
246,2016-04-12 08:20:00,1356
247,2016-04-12 08:30:00,1357
248,2016-04-12 08:40:00,1358
249,2016-04-12 08:50:00,1359
250,2016-04-12 09:00:00,1360
251,2016-04-12 09:10:00,1361
252,2016-04-12 09:20:00,1362
253,2016-04-12 09:30:00,1363
254,2016-04-12 09:40:00,1364
255,2016-04-12 09:50:00,1365
256,2016-04-12 10:00:00,1366
257,2016-04-12 10:10:00,1367
258,2016-04-12 10:20:00,1368
259,2016-04-12 10:30:00,1369
260,2016-04-12 10:40:00,1370
261,2016-04-12 10:50:00,1371
262,2016-04-12 11:00:00,1372
263,2016-04-12 11:10:00,1373
264,2016-04-12 11:20:00,1374
265,2016-04-12 11:30:00,1375
266,2016-04-12 11:40:00,1376
267,2016-04-12 11:50:00,1377
268,2016-04-12 12:00:00,1378
269,2016-04-12 12:10:00,1379
270,2016-04-12 12:20:00,1380
271,2016-04-12 12:30:00,1381
272,2016-04-12 12:40:00,1382
273,2016-04-12 12:50:00,1383
274,2016-04-12 13:00:00,1384
275,2016-04-12 13:10:00,1385
276,2016-04-12 13:20:00,1386
277,2016-04-12 13:30:00,1387
278,2016-04-12 13:40:00,1388
279,2016-04-12 13:50:00,1389
280,2016-04-12 14:00:00,1390
281,2016-04-12 14:10:00,1391
282,2016-04-12 14:20:00,1392
283,2016-04-12 14:30:00,1393
284,2016-04-12 14:40:00,1394
285,2016-04-12 14:50:00,1395
286,2016-04-12 15:00:00,1396
287,2016-04-12 15:10:00,1397
288,2016-04-12 15:20:00,1398
289,2016-04-12 15:30:00,1399
290,2016-04-12 15:40:00,1400
291,2016-04-12 15:50:00,1401
292,2016-04-12 16:00:00,1402
293,2016-04-12 16:10:00,1403
294,2016-04-12 16:20:00,1404
295,2016-04-12 16:30:00,1405
296,2016-04-12 16:40:00,1406
297,2016-04-12 16:50:00,1407
298,2016-04-12 17:00:00,1408
299,2016-04-12 17:10:00,1409
300,2016-04-12 17:20:00,1410
301,2016-04-12 17:30:00,1411
302,2016-04-12 17:40:00,1412
303,2016-04-12 17:50:00,1413
304,2016-04-12 18:00:00,1414
305,2016-04-12 18:10:00,1415
306,2016-04-12 18:20:00,1416
307,2016-04-12 18:30:00,1417
308,2016-04-12 18:40:00,1418
309,2016-04-12 18:50:00,1419
310,2016-04-12 19:00:00,1420
311,2016-04-12 19:10:00,1421
312,2016-04-12 19:20:00,1422
313,2016-04-12 19:30:00,1423
314,2016-04-12 19:40:00,1424
315,2016-04-12 19:50:00,1425
316,2016-04-12 20:00:00,1426
317,2016-04-12 20:10:00,1427
318,2016-04-12 20:20:00,1428
319,2016-04-12 20:30:00,1429
320,2016-04-12 20:40:00,1430
321,2016-04-12 20:50:00,1431
322,2016-04-12 21:00:00,1432
323,2016-04-12 21:10:00,1433
324,2016-04-12 21:20:00,1434
325,2016-04-12 21:30:00,1435
326,2016-04-12 21:40:00,1436
327,2016-04-12 21:50:00,1437
328,2016-04-12 22:00:00,1438
329,2016-04-12 22:10:00,1439
330,2016-04-12 22:20:00,1440
331,2016-04-12 22:30:00,1441
332,2016-04-12 22:40:00,1442
333,2016-04-12 22:50:00,1443
334,2016-04-12 23:00:00,1444
335,2016-04-12 23:10:00,1445
336,2016-04-12 23:20:00,1446
337,2016-04-12 23:30:00,1447
338,2016-04-12 23:40:00,1448
339,2016-04-12 23:50:00,1449
340,2016-04-13 00:00:00,1450
341,2016-04-13 00:10:00,1451
342,2016-04-13 00:20:00,1452
343,2016-04-13 00:30:00,1453
344,2016-04-13 00:40:00,1454
345,2016-04-13 00:50:00,1455
346,2016-04-13 01:00:00,1456
347,2016-04-13 01:10:00,1457
348,2016-04-13 01:20:00,1458
349,2016-04-13 01:30:00,1459
350,2016-04-13 01:40:00,1460
351,2016-04-13 01:50:00,1461
352,2016-04-13 02:00:00,1462
353,2016-04-13 02:10:00,1463
354,2016-04-13 02:20:00,1464
355,2016-04-13 02:30:00,1465
356,2016-04-13 02:40:00,1466
357,2016-04-13 02:50:00,1467
358,2016-04-13 03:00:00,1468
359,2016-04-13 03:10:00,1469
360,2016-04-13 03:20:00,1470
361,2016-04-13 03:30:00,1471
362,2016-04-13 03:40:00,1472
363,2016-04-13 03:50:00,1473
364,2016-04-13 04:00:00,1474
365,2016-04-13 04:10:00,1475
366,2016-04-13 04:20:00,1476
367,2016-04-13 04:30:00,1477
368,2016-04-13 04:40:00,1478
369,2016-04-13 04:50:00,1479
370,2016-04-13 05:00:00,1480
371,2016-04-13 05:10:00,1481
372,2016-04-13 05:20:00,1482
373,2016-04-13 05:30:00,1483
374,2016-04-13 05:40:00,1484
375,2016-04-13 05:50:00,1485
376,2016-04-13 06:00:00,1486
377,2016-04-13 06:10:00,1487
378,2016-04-13 06:20:00,1488
379,2016-04-13 06:30:00,1489
380,2016-04-13 06:40:00,1490
381,2016-04-13 06:50:00,1491
382,2016-04-13 07:00:00,1492
383,2016-04-13 07:10:00,1493
384,2016-04-13 07:20:00,1494
385,2016-04-13 07:30:00,1495
386,2016-04-13 07:40:00,1496
387,2016-04-13 07:50:00,1497
388,2016-04-13 08:00:00,1498
389,2016-04-13 08:10:00,1499
390,2016-04-13 08:20:00,1500
391,2016-04-13 08:30:00,1501
392,2016-04-13 08:40:00,1502
393,2016-04-13 08:50:00,1503
394,2016-04-13 09:00:00,1504
395,2016-04-13 09:10:00,1505
396,2016-04-13 09:20:00,1506
397,2016-04-13 09:30:00,1507
398,2016-04-13 09:40:00,1508
399,2016-04-13 09:50:00,1509
400,2016-04-13 10:00:00,1510
401,2016-04-13 10:10:00,1511
402,2016-04-13 10:20:00,1512
403,2016-04-13 10:30:00,1513
404,2016-04-13 10:40:00,1514
405,2016-04-13 10:50:00,1515
406,2016-04-13 11:00:00,1516
407,2016-04-13 11:10:00,1517
408,2016-04-13 11:20:00,1518
409,2016-04-13 11:30:00,1519
410,2016-04-13 11:40:00,1520
411,2016-04-13 11:50:00,1521
412,2016-04-13 12:00:00,1522
413,2016-04-13 12:10:00,1523
414,2016-04-13 12:20:00,1524
415,2016-04-13 12:30:00,1525
416,2016-04-13 12:40:00,1526
417,2016-04-13 12:50:00,1527
418,2016-04-13 13:00:00,1528
419,2016-04-13 13:10:00,1529
420,2016-04-13 13:20:00,1530
421,2016-04-13 13:30:00,1531
422,2016-04-13 13:40:00,1532
423,2016-04-13 13:50:00,1533
424,2016-04-13 14:00:00,1534
425,2016-04-13 14:30:00,1537
426,2016-04-13 15:50:00,1545
427,2016-04-13 16:30:00,1549
428,2016-04-13 20:10:00,1571
429,2016-04-13 21:00:00,1576
430,2016-04-13 21:10:00,1577
431,2016-04-13 22:00:00,1582
432,2016-04-13 22:10:00,1583
433,2016-04-17 12:10:00,2099
434,2016-04-17 12:20:00,2100
435,2016-04-17 12:30:00,2101
436,2016-04-17 12:40:00,2102
437,2016-04-17 12:50:00,2103
438,2016-04-17 13:00:00,2104
439,2016-04-17 13:10:00,2105
440,2016-04-17 13:20:00,2106
441,2016-04-17 13:30:00,2107
442,2016-04-17 13:40:00,2108
443,2016-04-17 13:50:00,2109
444,2016-04-17 14:00:00,2110
445,2016-04-17 14:10:00,2111
446,2016-04-17 14:20:00,2112
447,2016-04-17 14:30:00,2113
448,2016-04-17 14:40:00,2114
449,2016-04-17 14:50:00,2115
450,2016-04-17 15:00:00,2116
451,2016-04-17 15:10:00,2117
452,2016-04-17 15:20:00,2118
453,2016-04-17 15:30:00,2119
454,2016-04-17 15:40:00,2120
455,2016-04-17 15:50:00,2121
456,2016-04-17 16:00:00,2122
457,2016-04-17 16:10:00,2123
458,2016-04-17 16:20:00,2124
459,2016-04-17 16:30:00,2125
460,2016-04-17 16:40:00,2126
461,2016-04-17 16:50:00,2127
462,2016-04-17 17:00:00,2128
463,2016-04-17 17:10:00,2129
464,2016-04-17 17:20:00,2130
465,2016-04-17 17:30:00,2131
466,2016-04-17 17:40:00,2132
467,2016-04-17 17:50:00,2133
468,2016-04-17 18:00:00,2134
469,2016-04-17 18:10:00,2135
470,2016-04-17 18:20:00,2136
471,2016-04-17 18:30:00,2137
472,2016-04-17 18:40:00,2138
473,2016-04-17 18:50:00,2139
474,2016-04-17 19:00:00,2140
475,2016-04-17 19:10:00,2141
476,2016-04-17 19:20:00,2142
477,2016-04-17 19:30:00,2143
478,2016-04-17 19:40:00,2144
479,2016-04-17 19:50:00,2145
480,2016-04-17 20:00:00,2146
481,2016-04-17 20:10:00,2147
482,2016-04-17 20:20:00,2148
483,2016-04-17 20:30:00,2149
484,2016-04-17 20:40:00,2150
485,2016-04-17 20:50:00,2151
486,2016-04-17 21:00:00,2152
487,2016-04-17 21:10:00,2153
488,2016-04-17 21:20:00,2154
489,2016-04-17 21:30:00,2155
490,2016-04-17 21:40:00,2156
491,2016-04-17 21:50:00,2157
492,2016-04-17 22:00:00,2158
493,2016-04-17 22:10:00,2159
494,2016-04-17 22:20:00,2160
495,2016-04-17 22:30:00,2161
496,2016-04-17 22:40:00,2162
497,2016-04-17 22:50:00,2163
498,2016-04-17 23:00:00,2164
499,2016-04-17 23:10:00,2165
500,2016-04-17 23:20:00,2166
501,2016-04-17 23:30:00,2167
502,2016-04-17 23:40:00,2168
503,2016-04-17 23:50:00,2169
504,2016-04-18 00:00:00,2170
505,2016-04-18 00:10:00,2171
506,2016-04-18 00:20:00,2172
507,2016-04-18 00:30:00,2173
508,2016-04-18 00:40:00,2174
509,2016-04-18 00:50:00,2175
510,2016-04-18 01:00:00,2176
511,2016-04-18 01:10:00,2177
512,2016-04-18 01:20:00,2178
513,2016-04-18 01:30:00,2179
514,2016-04-18 01:40:00,2180
515,2016-04-18 01:50:00,2181
516,2016-04-18 02:00:00,2182
517,2016-04-18 02:10:00,2183
518,2016-04-18 02:20:00,2184
519,2016-04-18 02:30:00,2185
520,2016-04-18 02:40:00,2186
521,2016-04-18 02:50:00,2187
522,2016-04-18 03:00:00,2188
523,2016-04-18 03:10:00,2189
524,2016-04-18 03:20:00,2190
525,2016-04-18 03:30:00,2191
526,2016-04-18 03:40:00,2192
527,2016-04-18 03:50:00,2193
528,2016-04-18 04:00:00,2194
529,2016-04-18 04:10:00,2195
530,2016-04-18 04:20:00,2196
531,2016-04-18 04:30:00,2197
532,2016-04-18 04:40:00,2198
533,2016-04-18 04:50:00,2199
534,2016-04-18 05:00:00,2200
535,2016-04-18 05:10:00,2201
536,2016-04-18 05:20:00,2202
537,2016-04-18 05:30:00,2203
538,2016-04-18 05:40:00,2204
539,2016-04-18 05:50:00,2205
540,2016-04-18 06:00:00,2206
541,2016-04-18 06:10:00,2207
542,2016-04-18 06:20:00,2208
543,2016-04-18 06:30:00,2209
544,2016-04-18 06:40:00,2210
545,2016-04-18 06:50:00,2211
546,2016-04-18 07:00:00,2212
547,2016-04-18 07:10:00,2213
548,2016-04-18 07:20:00,2214
549,2016-04-18 07:30:00,2215
550,2016-04-18 07:40:00,2216
551,2016-04-18 07:50:00,2217
552,2016-04-18 08:00:00,2218
553,2016-04-18 08:10:00,2219
554,2016-04-18 08:20:00,2220
555,2016-04-18 08:30:00,2221
556,2016-04-18 08:40:00,2222
557,2016-04-18 08:50:00,2223
558,2016-04-18 09:00:00,2224
559,2016-04-18 09:10:00,2225
560,2016-04-18 09:20:00,2226
561,2016-04-18 09:30:00,2227
562,2016-04-18 09:40:00,2228
563,2016-04-18 09:50:00,2229
564,2016-04-18 10:00:00,2230
565,2016-04-18 10:10:00,2231
566,2016-04-18 10:30:00,2233
567,2016-04-18 10:40:00,2234
568,2016-04-18 11:00:00,2236
569,2016-04-20 09:30:00,2515
570,2016-04-20 09:40:00,2516
571,2016-04-20 10:00:00,2518
572,2016-04-20 10:10:00,2519
573,2016-04-20 10:20:00,2520
574,2016-04-20 10:50:00,2523
575,2016-04-20 11:10:00,2525
576,2016-04-20 12:40:00,2534
577,2016-04-20 12:50:00,2535
578,2016-04-20 13:00:00,2536
579,2016-04-20 13:10:00,2537
580,2016-04-20 13:20:00,2538
581,2016-04-20 13:30:00,2539
582,2016-04-20 13:40:00,2540
583,2016-04-20 13:50:00,2541
584,2016-04-20 14:00:00,2542
585,2016-04-20 14:10:00,2543
586,2016-04-20 14:20:00,2544
587,2016-04-20 14:30:00,2545
588,2016-04-20 14:40:00,2546
589,2016-04-20 14:50:00,2547
590,2016-04-20 15:00:00,2548
591,2016-04-20 15:10:00,2549
592,2016-04-20 15:20:00,2550
593,2016-04-20 15:30:00,2551
594,2016-04-20 15:40:00,2552
595,2016-04-26 18:00:00,3430
596,2016-04-26 18:10:00,3431
597,2016-04-27 22:40:00,3602
598,2016-04-27 22:50:00,3603
599,2016-04-27 23:00:00,3604
600,2016-04-27 23:10:00,3605
601,2016-04-27 23:20:00,3606
602,2016-04-27 23:30:00,3607
603,2016-04-27 23:40:00,3608
604,2016-04-27 23:50:00,3609
605,2016-04-28 00:00:00,3610
606,2016-04-28 00:10:00,3611
607,2016-04-28 00:20:00,3612
608,2016-04-28 00:30:00,3613
609,2016-04-28 00:40:00,3614
610,2016-04-28 00:50:00,3615
611,2016-04-28 01:00:00,3616
612,2016-04-28 01:10:00,3617
613,2016-04-28 01:20:00,3618
614,2016-04-28 01:30:00,3619
615,2016-04-28 01:40:00,3620
616,2016-04-28 01:50:00,3621
617,2016-04-28 02:00:00,3622
618,2016-04-28 02:10:00,3623
619,2016-04-28 02:20:00,3624
620,2016-04-28 02:30:00,3625
621,2016-04-28 02:40:00,3626
622,2016-04-28 02:50:00,3627
623,2016-04-28 03:00:00,3628
624,2016-04-28 03:10:00,3629
625,2016-04-28 03:20:00,3630
626,2016-04-28 03:30:00,3631
627,2016-04-28 03:40:00,3632
628,2016-04-28 03:50:00,3633
629,2016-04-28 04:00:00,3634
630,2016-04-28 04:10:00,3635
631,2016-04-28 04:20:00,3636
632,2016-04-28 04:30:00,3637
633,2016-04-28 04:40:00,3638
634,2016-04-28 04:50:00,3639
635,2016-04-28 05:00:00,3640
636,2016-04-28 05:10:00,3641
637,2016-04-28 05:20:00,3642
638,2016-04-28 05:30:00,3643
639,2016-04-28 05:40:00,3644
640,2016-04-28 05:50:00,3645
641,2016-04-28 06:00:00,3646
642,2016-04-28 06:10:00,3647
643,2016-04-28 06:20:00,3648
644,2016-04-28 06:30:00,3649
645,2016-04-28 06:40:00,3650
646,2016-04-28 06:50:00,3651
647,2016-04-28 07:00:00,3652
648,2016-04-28 07:10:00,3653
649,2016-04-28 07:20:00,3654
650,2016-04-28 07:30:00,3655
651,2016-04-28 07:40:00,3656
652,2016-04-28 07:50:00,3657
653,2016-04-28 08:00:00,3658
654,2016-04-28 08:10:00,3659
655,2016-04-28 08:20:00,3660
656,2016-04-28 08:30:00,3661
657,2016-04-28 08:40:00,3662
658,2016-04-28 08:50:00,3663
659,2016-04-28 09:00:00,3664
660,2016-04-28 09:10:00,3665
661,2016-04-28 09:20:00,3666
662,2016-04-28 09:30:00,3667
663,2016-04-28 09:40:00,3668
664,2016-04-28 09:50:00,3669
665,2016-04-28 10:00:00,3670
666,2016-04-28 10:10:00,3671
667,2016-04-28 10:20:00,3672
668,2016-04-28 10:30:00,3673
669,2016-04-28 10:40:00,3674
670,2016-04-28 10:50:00,3675
671,2016-04-28 11:00:00,3676
672,2016-04-28 11:10:00,3677
673,2016-04-28 11:20:00,3678
674,2016-04-28 11:30:00,3679
675,2016-04-28 11:40:00,3680
676,2016-04-28 11:50:00,3681
677,2016-04-28 12:00:00,3682
678,2016-04-28 12:10:00,3683
679,2016-04-28 12:20:00,3684
680,2016-04-28 12:30:00,3685
681,2016-04-28 12:40:00,3686
682,2016-04-28 12:50:00,3687
683,2016-04-28 13:00:00,3688
684,2016-04-28 13:10:00,3689
685,2016-04-28 13:20:00,3690
686,2016-04-28 13:30:00,3691
687,2016-04-28 13:40:00,3692
688,2016-04-28 13:50:00,3693
689,2016-04-28 14:00:00,3694
690,2016-04-28 14:10:00,3695
691,2016-04-28 14:20:00,3696
692,2016-04-28 14:30:00,3697
693,2016-04-28 14:40:00,3698
694,2016-04-28 14:50:00,3699
695,2016-04-28 15:00:00,3700
696,2016-04-28 15:10:00,3701
697,2016-04-28 15:20:00,3702
698,2016-04-28 15:30:00,3703
699,2016-04-28 15:40:00,3704
700,2016-04-28 15:50:00,3705
701,2016-04-28 16:00:00,3706
702,2016-04-28 16:10:00,3707
703,2016-04-28 16:20:00,3708
704,2016-04-28 16:30:00,3709
705,2016-04-28 16:40:00,3710
706,2016-04-28 16:50:00,3711
707,2016-04-28 17:00:00,3712
708,2016-04-28 17:10:00,3713
709,2016-04-28 17:20:00,3714
710,2016-04-28 17:30:00,3715
711,2016-04-28 17:40:00,3716
712,2016-04-28 17:50:00,3717
713,2016-04-28 18:00:00,3718
714,2016-04-28 18:10:00,3719
715,2016-04-28 18:20:00,3720
716,2016-04-28 18:30:00,3721
717,2016-04-28 18:40:00,3722
718,2016-04-28 18:50:00,3723
719,2016-04-28 19:00:00,3724
720,2016-04-28 19:10:00,3725
721,2016-04-28 19:20:00,3726
722,2016-04-28 19:30:00,3727
723,2016-04-28 19:50:00,3729
724,2016-04-28 20:10:00,3731
725,2016-04-28 20:30:00,3733
726,2016-04-28 22:50:00,3747
727,2016-04-28 23:00:00,3748
728,2016-04-28 23:30:00,3751
729,2016-04-28 23:40:00,3752
730,2016-04-29 00:10:00,3755
